ID	DOCULECT	CONCEPT	FORM	TOKENS	COGIDS	MORPHEMES	ALIGNMENT	COGID	SOURCE	NOTE
1393	Sherpa	Father	apa	a + p a	489 914	:a-prefix father		274	Dhakal2024	[x]
1636	Tsum	Father	awa	a + w a	489 914	:a-prefix father		274	Dhakal2024	[x]
1898	Yolmo	Father	aba	a + b a	489 914	:a-prefix father		274	Dhakal2024	[x]
196	Gyalsumdo	Few	ɲuŋe	ɲ u + ŋ e	929 930	few/ny _/ŋe		279	Dhakal2024	[?]
453	Jirel	Few	tikpidʑik	t̪ i.k + p i + dʑ i.k	931 932 933	small _/bi _/?		280	Dhakal2024	[?]
711	Kagate	Few	t̪ibi	t̪ i + b i	931 932	small _/bi		280	Dhakal2024	[?]
971	Lowa	Few	ɲuŋwa	ɲ u.ŋ + w a	929 934	few/ny _:wa-suffix		279	Dhakal2024	[?]
1218	Nubri	Few	alajili	a + l a + j i + l i	935 936 937 938	_:a-suffix la ji li		285	Dhakal2024	[?]
1467	Sherpa	Few	tsedzi	ts e + dz i	939 933	small/tse _/dzi		280	Dhakal2024	[?]
1710	Tsum	Few	ɲyma	ɲ y + m a	929 11	few/ny _:ma-suffix/ma		279	Dhakal2024	[?]
1973	Yolmo	Few	sipi	s i + p i	933 932	small/si _few		12	Dhakal2024	[?]
1974	Yolmo	Few	ɲemu	ɲ e + m u	929 966	few/ny _:mu-suffix		279	Dhakal2024	[?]
19	Gyalsumdo	Finger	tsuɡu	ts u + g u	951 952	finger/dzu _finger/gu		292	Dhakal2024	[x]
283	Jirel	Finger	ndziu	ⁿdz/dz iu	951	finger/dzu		292	Dhakal2024	[x]
543	Kagate	Finger	t̪ʰebu	t̪ʰ e + b u	953 954	finger/thep _finger/bu		294	Dhakal2024	[x]
796	Lowa	Finger	ndzu	ⁿdz/dz u	951	finger/dzu		292	Dhakal2024	[x]
1053	Nubri	Finger	tsuku	ts u + k u	951 952	finger/dzu _finger/gu		292	Dhakal2024	[x]
1301	Sherpa	Finger	t̪ʰept̪ok	t̪ʰ e.p + t̪ o.k	953 955	finger/thep _finger/tok		294	Dhakal2024	[x]
1546	Tsum	Finger	ziu	z iu	951	finger/dzu		292	Dhakal2024	[x]
1808	Yolmo	Finger	ndzuɡu	ⁿdz/dz u + g u	951 952	finger/dzu _finger/gu		292	Dhakal2024	[x]
20	Gyalsumdo	Fingernail	seɹmu	s e.ɹ + m u	965 3365	fingernail _:mu-suffix/mu		297	Dhakal2024	[x] Suffix needs to be understood.
284	Jirel	Fingernail	seɹmuk	s e.ɹ + m u.k	965 394	fingernail _/muk		297	Dhakal2024	[x] Suffix needs to be understood.
544	Kagate	Fingernail	sermu	s e.r + m u	965 966	fingernail _:mu-suffix/mu		297	Dhakal2024	[x] Suffix needs to be understood.
797	Lowa	Fingernail	semo	s e + m o	965 775	fingernail _:mu-suffix/mo		297	Dhakal2024	[x] Suffix needs to be understood.
1054	Nubri	Fingernail	sermo	s e.ɹ + m o	965 3365	fingernail _:mu-suffix/mu		297	Dhakal2024	[x] Suffix needs to be understood.
1302	Sherpa	Fingernail	seɹmoŋ	s e.ɹ + m o.ŋ	965 966	fingernail _:mu-suffix/moŋ		297	Dhakal2024	[x] Suffix needs to be understood.
1547	Tsum	Fingernail	semu	s e + m u	965 132	fingernail _:mu-suffix/moŋ		297	Dhakal2024	[x] Suffix needs to be understood.
1809	Yolmo	Fingernail	simu	s i + m u	965 966	fingernail _:mu-suffix/moŋ		297	Dhakal2024	[x] Suffix needs to be understood.
62	Gyalsumdo	Fire	me	m e	982	fire		299	Dhakal2024	[x]
324	Jirel	Fire	me	m e	982	fire		299	Dhakal2024	[x]
582	Kagate	Fire	me	m e	982	fire		299	Dhakal2024	[x]
837	Lowa	Fire	me	m e	982	fire		299	Dhakal2024	[x]
1092	Nubri	Fire	mẽ	m !ẽ/e	982	fire		299	Dhakal2024	[x]
1342	Sherpa	Fire	me	m e	982	fire		299	Dhakal2024	[x]
1586	Tsum	Fire	me	m e	982	fire		299	Dhakal2024	[x]
1848	Yolmo	Fire	me	m e	982	fire		299	Dhakal2024	[x]
34	Gyalsumdo	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
296	Jirel	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
556	Kagate	Firewood	siŋ	s i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
810	Lowa	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
1066	Nubri	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
1315	Sherpa	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
1560	Tsum	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
1820	Yolmo	Firewood	ɕiŋ	ɕ i.ŋ	991	tree/siŋ		300	Dhakal2024	[x]
95	Gyalsumdo	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
355	Jirel	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
613	Kagate	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
870	Lowa	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
1123	Nubri	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
1373	Sherpa	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
1617	Tsum	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
1879	Yolmo	Fish	ɲa	ɲ a	1000	fish		301	Dhakal2024	[x]
169	Gyalsumdo	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
429	Jirel	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
686	Kagate	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
942	Lowa	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
1192	Nubri	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
1443	Sherpa	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
1686	Tsum	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
1948	Yolmo	Five	ŋa	ŋ a	1009	five		302	Dhakal2024	[x]
234	Gyalsumdo	Flour (eaten as food)	tsampa	ts a.m + p a	1018 10	_flour _:ba-suffix/pa		303	Dhakal2024	
496	Jirel	Flour (eaten as food)	pʰe	pʰ e	148	FLOUR		183	Dhakal2024	
744	Kagate	Flour (eaten as food)	tsamba	ts a.m + b a	1018 1019	_flour FLOUR		303	Dhakal2024	
1004	Lowa	Flour (eaten as food)	tsampa	ts a.m + p a	1018 1019	_flour _:pa-suffix/pa		303	Dhakal2024	
1251	Nubri	Flour (eaten as food)	pʰe	pʰ e	148	FLOUR		183	Dhakal2024	
1500	Sherpa	Flour (eaten as food)	tsamba	ts a.m + b a	1018 1019	_flour FLOUR		303	Dhakal2024	
1750	Tsum	Flour (eaten as food)	pʰe	pʰ e	148	FLOUR		183	Dhakal2024	
1751	Tsum	Flour (eaten as food)	tsampa	ts a.m + p a	1018 53	_flour _:pa-suffix/pa		303	Dhakal2024	
2007	Yolmo	Flour (eaten as food)	tsamba	ts a.m + b a	1018 1019	_flour FLOUR		303	Dhakal2024	
73	Gyalsumdo	Flower	mend̪o	m e + ⁿd̪/d̪ o	1034 1061	flower fruit		305	Dhakal2024	[x]
334	Jirel	Flower	mend̪ok	m e + ⁿd/d̪ o.k	1034 1061	flower fruit		305	Dhakal2024	[x]
592	Kagate	Flower	mend̪o	m e + ⁿd̪/d̪ o	1034 1061	flower fruit		305	Dhakal2024	[x]
848	Lowa	Flower	ment̪o	m e + ⁿt̪/t̪ o.!Ø/ʔ	1034 1061	flower fruit		305	Dhakal2024	[x]
1102	Nubri	Flower	met̪o	m e + t̪ o.!Ø/ʔ	1034 1061	flower fruit		305	Dhakal2024	[x]
1352	Sherpa	Flower	mend̪o	m e + ⁿd̪/d̪ o	1034 1061	flower fruit		305	Dhakal2024	[x]
1596	Tsum	Flower	mend̪oʔ	m e + ⁿd̪/d̪ o.ʔ	1034 1061	flower fruit		305	Dhakal2024	[x]
1858	Yolmo	Flower	mend̪o	m e + ⁿd̪/d̪ o	1034 1061	flower fruit		305	Dhakal2024	[x]
168	Gyalsumdo	Four	ɕi	ɕ i	1051	*four		307	Dhakal2024	[x]
428	Jirel	Four	ɕi	ɕ i	1051	*four		307	Dhakal2024	[x]
685	Kagate	Four	ɕi	ɕ i	1051	*four		307	Dhakal2024	[x]
941	Lowa	Four	ɕi	ɕ i	1051	*four		307	Dhakal2024	[x]
1191	Nubri	Four	ɕi	ɕ i	1051	*four		307	Dhakal2024	[x]
1442	Sherpa	Four	ɕi	ɕ i	1051	*four		307	Dhakal2024	[x]
1685	Tsum	Four	ʑi	ʑ i	1051	*four		307	Dhakal2024	[x]
1947	Yolmo	Four	ʑi	ʑ i	1051	*four		307	Dhakal2024	[x]
74	Gyalsumdo	Fruit	ɕiŋd̪o	ɕ i.ŋ + d̪ o	991 1061	tree/siŋ fruit		308	Dhakal2024	[x]
335	Jirel	Fruit	pʰəlpʰul	pʰ ə.l + pʰ u.l	1062 1063	*fruit-1 *fruit-2		310	Dhakal2024	[!] borrowing from Nepali
593	Kagate	Fruit	brumd̪o	b.r u.m + d̪ o	1064 1061	? fruit		189	Dhakal2024	[x]
849	Lowa	Fruit	ɕiŋt̪oʔ	ɕ i.ŋ + t̪ o.ʔ	991 1061	tree/siŋ fruit		308	Dhakal2024	[x]
1103	Nubri	Fruit	ɕiŋt̪oʔ	ɕ i.ŋ + t̪ o.ʔ	991 1061	tree/siŋ fruit		308	Dhakal2024	[x]
1353	Sherpa	Fruit	pʰalpʰul	pʰ a.l + pʰ u.l	1062 1063	*fruit-1 *fruit-2		310	Dhakal2024	[!] borrowing from Nepali
1597	Tsum	Fruit	ɕiŋd̪oʔ	ɕ i.ŋ + d̪ o.ʔ	991 1061	tree/siŋ fruit		308	Dhakal2024	[x]
1859	Yolmo	Fruit	pʰəlbul	pʰ ə.l + b u.l	1062 1063	*fruit-1 *fruit-2		310	Dhakal2024	[!] borrowing from Nepali
86	Gyalsumdo	Garlic	kɔkpa	k ɔ.k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
346	Jirel	Garlic	ŋɡokpa	ⁿg/g o.k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
604	Kagate	Garlic	kokpa	k o.k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
860	Lowa	Garlic	koɡpa	k o.g/k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
1114	Nubri	Garlic	koɡpa	k o.g/k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
1364	Sherpa	Garlic	ɡokpa	g o.k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
1608	Tsum	Garlic	kokpa	k o.k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
1870	Yolmo	Garlic	kɔkpa	k ɔ.k + p a	1077 10	garlic _:ba-suffix/pa		313	Dhakal2024	[x]
256	Gyalsumdo	Ghost	nøpa	n ø + p a	1094 10	ghost/no _:ba-suffix/pa		317	Dhakal2024	[x]
517	Jirel	Ghost	ləndik	!Ø/h.l ə.n + d̪ i.k	1096 1097	_hla ghost		315	Dhakal2024	[x]
767	Kagate	Ghost	ɦendi	!ɦ/h.!Ø/l e.n + d̪ i	1096 1097	_hla ghost		315	Dhakal2024	[x]
1027	Lowa	Ghost	nde	ⁿd/d e	1097	ghost		181	Dhakal2024	[x]
1273	Nubri	Ghost	hlent̪i	h.l e.n + t̪ i	1096 1097	_hla ghost		315	Dhakal2024	[x]
1520	Sherpa	Ghost	rendi	!r/h.!Ø/l e.n + d̪ i	1096 1097	_hla ghost		315	Dhakal2024	[x]
1776	Tsum	Ghost	hlande	h.l a.n + d̪ e	1096 1097	_hla ghost		315	Dhakal2024	[x]
2031	Yolmo	Ghost	hlandi	h.l a.n + d̪ i	1096 1097	_hla ghost		315	Dhakal2024	[x]
129	Gyalsumdo	Girl	pomo	p o + m o	2515 601	child-son female		319	Dhakal2024	[x]
388	Jirel	Girl	pʰemmepidza	pʰ e.m + m e + !p/pʰ i + dz a	3707 75 487 488	woman/phem woman/me child-1 child-2		79	Dhakal2024	[x]
645	Kagate	Girl	pitukmu	p i + t̪ u.k + m u	487 26 3822	child-1 child-3 female/mu		80	Dhakal2024	[x]
901	Lowa	Girl	pomo	p o + m o	2515 601	child-son female		319	Dhakal2024	[x]
1153	Nubri	Girl	poõ	p o/u.Ø/h + Ø/m õ/o	2515 601	child-son female		319	Dhakal2024	[x]
1404	Sherpa	Girl	pʰumpʰedza	pʰ u.m + pʰ e + dz a	3707 487 488	woman/phem child-1 child-2		79	Dhakal2024	[x]
1647	Tsum	Girl	naʑjuŋ	n a + ʑ.j u.ŋ	1115 2517	girl son-2		324	Dhakal2024	[x]
1909	Yolmo	Girl	ɕjaɹma	ɕj/ɕ a.ɹ + m a	311 11	child-offspring _:ma-suffix/ma		320	Dhakal2024	[x]
103	Gyalsumdo	Goat	ɹa	ɹ a	1130	goat		327	Dhakal2024	[x]
365	Jirel	Goat	ɹa	ɹ a	1130	goat		327	Dhakal2024	[x]
621	Kagate	Goat	ra	r a	1130	goat		327	Dhakal2024	[x]
878	Lowa	Goat	ɹa	!ɹ/ɾ a	1130	goat		327	Dhakal2024	[x]
1131	Nubri	Goat	ɹatse	ɹ a + ts e	1130 1131	goat _goat/tse		327	Dhakal2024	[x]
1381	Sherpa	Goat	ra	r a	1130	goat		327	Dhakal2024	[x]
1625	Tsum	Goat	ɹa	ɹ a	1130	goat		327	Dhakal2024	[x]
1887	Yolmo	Goat	ra	!r/ɹ a	1130	goat		327	Dhakal2024	[x]
67	Gyalsumdo	Gold	seɹ	s e.ɹ	1140	gold		329	Dhakal2024	[x]
329	Jirel	Gold	seɹ	s e.ɹ	1140	gold		329	Dhakal2024	[x]
587	Kagate	Gold	ser	s e.r	1140	gold		329	Dhakal2024	[x]
843	Lowa	Gold	seɾ	s e.ɾ	1140	gold		329	Dhakal2024	[x]
1097	Nubri	Gold	seɹ	s e.ɹ	1140	gold		329	Dhakal2024	[x]
1347	Sherpa	Gold	ser	s e.r	1140	gold		329	Dhakal2024	[x]
1591	Tsum	Gold	seɾ	s e.ɹ	1140	gold		329	Dhakal2024	[x]
1853	Yolmo	Gold	sir	s i.r	1140	gold		329	Dhakal2024	[x]
144	Gyalsumdo	Good	jabu	j a + b u	1149 107	good _:bu-suffix/bu		330	Dhakal2024	[x]
402	Jirel	Good	lemu	l e + m u	1151 3365	good/le _:mu-suffix/mu		332	Dhakal2024	[x]
659	Kagate	Good	jabu	j a + b u	1149 107	good _:bu-suffix/bu		330	Dhakal2024	[x]
660	Kagate	Good	dzebu	dz e + b u	1155 107	bad/dze _:bu-suffix		331	Dhakal2024	[x]
915	Lowa	Good	ka	k a	1153	good		334	Dhakal2024	[x]
916	Lowa	Good	saŋa	s a.ŋ + !Ø/ŋ a	1156 872	good/sa _:a-suffix		337	Dhakal2024	[x]
1167	Nubri	Good	koŋ	k o.ŋ	1154	good		335	Dhakal2024	[x]
1418	Sherpa	Good	lemu	l e + m u	1151 3365	good/le _:mu-suffix/mu		332	Dhakal2024	[x]
1661	Tsum	Good	jamu	j a + m u	1149 3365	good _:mo-suffix/mu		330	Dhakal2024	[x]
1923	Yolmo	Good	jabu	j a + b u	1149 107	good _:bu-suffix/bu		330	Dhakal2024	[x]
261	Gyalsumdo	Grains	tʰu	!tʰ/t̪ u	1168	grains		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
773	Kagate	Grains	du	d̪ u	1168	grains		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
1032	Lowa	Grains	ndu	ⁿd/d u	1168	grains		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
1278	Nubri	Grains	tu	!t/t̪ u	1168	grains		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
1525	Sherpa	Grains	duma	!d/d̪ u + m a	1168 1169	grains _grains		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
1782	Tsum	Grains	lod̪oʔ	l o + d̪ o.ʔ	1170 1061	_lo fruit		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
1783	Tsum	Grains	t̪ond̪o	t̪ o + !ⁿd̪/d̪ o.!Ø/ʔ	27 1061	_to fruit		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
2036	Yolmo	Grains	ndu	ⁿd/d̪ u	1168	grains		339	Dhakal2024	[cognacy with fruit / flower possible but then root-variation]
83	Gyalsumdo	Groundnut	pəd̪am	p ə + d̪ a.m	1180 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
343	Jirel	Groundnut	mbəd̪am	ⁿb/b ə + d̪ a.m	1180 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
601	Kagate	Groundnut	bəd̪am	b ə + d̪ a.m	1180 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
857	Lowa	Groundnut	sat̪aɾ	s a + t̪ a.ɾ	1182 1183	groundnut/sa groundnut/tar		345	Dhakal2024	[x]
1111	Nubri	Groundnut	pat̪am	p a + t̪ a.m	1078 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
1361	Sherpa	Groundnut	bəd̪əm	b ə + d̪ ə.m	1180 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
1605	Tsum	Groundnut	bəd̪am	b ə + d̪ a.m	1180 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
1867	Yolmo	Groundnut	bəd̪əm	b ə + d̪ ə.m	1180 1181	groundnut/be groundnut/dam		343	Dhakal2024	[x]
235	Gyalsumdo	Hailstone	seɹa	s e + ɹ a	1197 1198	HAILSTONE _hailstone		347	Dhakal2024	
497	Jirel	Hailstone	seɹe	s e + ɹ e	1197 1198	HAILSTONE _hailstone		347	Dhakal2024	
745	Kagate	Hailstone	serak	s e + r a.k	1197 1198	HAILSTONE _hailstone		347	Dhakal2024	
1005	Lowa	Hailstone	seɾa	s e + ɾ a	1197 1198	HAILSTONE _hailstone		347	Dhakal2024	
1252	Nubri	Hailstone	kʰaɕjol	kʰ a + ɕ.j o.l	1199 1200	HAILSTONE _hailstone		349	Dhakal2024	
1501	Sherpa	Hailstone	sertɕjuŋma	s e.r + tɕ.j u.ŋ + m a	1197 1201 1202	HAILSTONE _hailstone _hailstone		347	Dhakal2024	
1752	Tsum	Hailstone	seɹa	s e + ɹ a	1197 1198	HAILSTONE _hailstone		347	Dhakal2024	
1753	Tsum	Hailstone	tɕʰjaɹwa	tɕʰ.j a + !ɹw/ɹ a	1203 1198	_hailstone HAILSTONE		348	Dhakal2024	
2008	Yolmo	Hailstone	seɹa	s e + ɹ a	1197 1198	HAILSTONE _hailstone		347	Dhakal2024	
3	Gyalsumdo	Hair	ta	t̪ a	1217	hair		354	Dhakal2024	skra «Haar»
270	Jirel	Hair	ŋɡokita	ⁿg/g o + k i + t̪ a	1263 1219 1217	_head _/ki hair		354	Dhakal2024	skra «Haar»
529	Kagate	Hair	ta	t̪ a	1217	hair		354	Dhakal2024	skra «Haar»
782	Lowa	Hair	ʂɹa	ʂ.ɹ/ɾ a	1217	hair		354	Dhakal2024	skra «Haar»
1040	Nubri	Hair	hɹa	h.ɹ a	1217	hair		354	Dhakal2024	skra «Haar»
1288	Sherpa	Hair	hɹa	h.ɹ a	1217	hair		354	Dhakal2024	skra «Haar»
1533	Tsum	Hair	tɹa	t̪.ɹ a	1217	hair		354	Dhakal2024	skra «Haar»
1794	Yolmo	Hair	tɹa	t̪.ɹ a	1217	hair		354	Dhakal2024	skra «Haar»
39	Gyalsumdo	Hammer	t̪ʰowa	t̪ʰ o + w a	1228 1229	hammer _:wa-suffix		357	Dhakal2024	[x]
300	Jirel	Hammer	toktoke	t̪ o.k + t̪ o + k e	48 1228 1231	hammer/tok /to /ke		22	Dhakal2024	[x]
560	Kagate	Hammer	t̪ʰwa	t̪ʰ !Ø/o + w a	1228 1229	hammer _:wa-suffix		357	Dhakal2024	[x]
814	Lowa	Hammer	t̪ʰowa	t̪ʰ o + w a	1228 1229	hammer _:wa-suffix		357	Dhakal2024	[x]
1070	Nubri	Hammer	t̪ʰɔ	t̪ʰ ɔ	1228	hammer		357	Dhakal2024	[x]
1319	Sherpa	Hammer	t̪ʰoa	t̪ʰ o + !Ø/w a	1228 1229	hammer _:wa-suffix		357	Dhakal2024	[x]
1564	Tsum	Hammer	t̪ʰoa	t̪ʰ o + !Ø/w a	1228 1229	hammer _:wa-suffix		357	Dhakal2024	[x]
1825	Yolmo	Hammer	t̪ʰoa	t̪ʰ o + !Ø/w a	1228 1229	hammer _:wa-suffix		357	Dhakal2024	[x]
254	Gyalsumdo	Handle	juwa	j u + w a	1241 1229	handle _wa		361	Dhakal2024	[x]
515	Jirel	Handle	tʰijuk	t̪ʰ i + j u.k	2256 129	ring handle/juk		162	Dhakal2024	[x]
765	Kagate	Handle	joaɡa	j o + !Ø/w a + g a	1241 1229 133	handle _wa _ga		361	Dhakal2024	[x]
1025	Lowa	Handle	jowa	j o + w a	1241 1229	handle _wa		361	Dhakal2024	[x]
1271	Nubri	Handle	jo	j o	1241	handle		361	Dhakal2024	[x]
1774	Tsum	Handle	joa	j o + !Ø/w a	1241 1229	handle _wa		361	Dhakal2024	[x]
2029	Yolmo	Handle	jowa	j o + w a	1241 1229	handle _wa		361	Dhakal2024	[x]
225	Gyalsumdo	He	kʰo	kʰ o	1254	he		365	Dhakal2024	[x]
489	Jirel	He	t̪ʰe	t̪ʰ e	1255	he		366	Dhakal2024	[x]
737	Kagate	He	kʰo	kʰ o	1254	he		365	Dhakal2024	[x]
998	Lowa	He	kʰo	kʰ o	1254	he		365	Dhakal2024	[x]
1245	Nubri	He	kʰo	kʰ o	1254	he		365	Dhakal2024	[x]
1493	Sherpa	He	t̪ʰi	t̪ʰ i	1255	he		366	Dhakal2024	[x]
1744	Tsum	He	kʰo	kʰ o	1254	he		365	Dhakal2024	[x]
2001	Yolmo	He	kʰe	kʰ e	1254	he		365	Dhakal2024	[x]
2	Gyalsumdo	Head	ko	k o	1263	head		367	Dhakal2024	[x]
269	Jirel	Head	ŋɡo	ⁿg/g o	1263	head		367	Dhakal2024	[x]
528	Kagate	Head	ɡo	g o	1263	head		367	Dhakal2024	[x]
780	Lowa	Head	ŋɡo	ⁿg/g o	1263	head		367	Dhakal2024	[x]
781	Lowa	Head	ŋɡowa	ⁿg/g o + w a	1263 2305	head _:wa-suffix		367	Dhakal2024	[ ] wa-suffix
1039	Nubri	Head	ko	k o	1263	head		367	Dhakal2024	[x]
1287	Sherpa	Head	ɡo	g o	1263	head		367	Dhakal2024	[x]
1532	Tsum	Head	ŋɡo	ⁿg/g o	1263	head		367	Dhakal2024	[x]
1793	Yolmo	Head	ŋɡo	ⁿg/g o	1263	head		367	Dhakal2024	[x]
25	Gyalsumdo	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
288	Jirel	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
548	Kagate	Heart	niŋ	n i.ŋ	1274	heart		369	Dhakal2024	[x]
801	Lowa	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
1058	Nubri	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
1306	Sherpa	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
1551	Tsum	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
1813	Yolmo	Heart	ɲiŋ	ɲ i.ŋ	1274	heart		369	Dhakal2024	[x]
158	Gyalsumdo	Heavy	tɕent̪i	tɕ e + ⁿt̪/t̪ i	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
417	Jirel	Heavy	tsend̪e	!ts/tɕ e + ⁿd̪/d̪ e	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
675	Kagate	Heavy	tsend̪i	!ts/tɕ e + ⁿd̪/d̪ i	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
931	Lowa	Heavy	ndze	!ⁿdz/tɕ e	1283	*heavy/tsen		370	Dhakal2024	l.dʑ.i.d «heavy»
1181	Nubri	Heavy	tsʰint̪i	!tsʰ/tɕ i + ⁿt̪/t̪ i	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
1432	Sherpa	Heavy	tsend̪i	!ts/tɕ e + ⁿd̪/d̪ i	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
1675	Tsum	Heavy	tɕend̪e	tɕ e + ⁿd̪/d̪ e	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
1937	Yolmo	Heavy	tɕjand̪i	tɕj/tɕ a + ⁿd̪/d̪ i	1283 1284	*heavy/tsen _*:de-suffix		370	Dhakal2024	l.dʑ.i.d «heavy»
241	Gyalsumdo	Heel	t̪iŋpa	t̪ i.ŋ + p a	1299 10	heel/tiŋ _:ba-suffix		372	Dhakal2024	[x]
502	Jirel	Heel	kuɹkutsa	k u.ɹ + k u + ts a	1301 1302 106	heel/kur _heel/ku _heel/tsa		375	Dhakal2024	[x]
751	Kagate	Heel	t̪iŋba	t̪ i.ŋ + b a	1299 1300	heel/tiŋ _:ba-suffix		372	Dhakal2024	[x]
1010	Lowa	Heel	t̪iŋpa	t̪ i.ŋ + p a	1299 1019	heel/tiŋ _:ba-suffix		372	Dhakal2024	[x]
1257	Nubri	Heel	kaŋbat̪ʰil	k a.ŋ + b a + t̪ʰ i.l	1512 10 1305	_leg/kaŋ _:ba-suffix heel/thil		372	Dhakal2024	[x]
1506	Sherpa	Heel	t̪iŋba	t̪ i.ŋ + b a	1299 1300	heel/tiŋ _:ba-suffix		372	Dhakal2024	[x]
1759	Tsum	Heel	t̪iŋba	t̪ i.ŋ + b a	1299 2603	heel/tiŋ _:ba-suffix		372	Dhakal2024	[x]
2014	Yolmo	Heel	kaŋbat̪iŋba	k a.ŋ + b a + t̪ i.ŋ + b a	1512 10 1299 10	_lg/kaŋ _:ba-suffix heel/tiŋ _:ba-suffix		372	Dhakal2024	[x]
251	Gyalsumdo	Hole	miksaŋ	m i.k + s a.ŋ	1320 1321	hole/mik _hole/saŋ		380	Dhakal2024	[x]
512	Jirel	Hole	miu	m i + !Ø/j u	1320 1324	hole/mju _hole/ju		380	Dhakal2024	[x]
762	Kagate	Hole	sup	s u.p	1322	hole/sup		383	Dhakal2024	[x]
1021	Lowa	Hole	miu	m i + !Ø/j u	1320 1324	hole/mju _hole/ju		380	Dhakal2024	[x]
1022	Lowa	Hole	miɡzaŋ	m i.g/k + z a.ŋ	1320 1321	hole/mik _hole/saŋ		380	Dhakal2024	[x]
1268	Nubri	Hole	hoɡt̪uŋ	h o.g/k + t̪ u.ŋ	1323 121	hole/hog hole/tuŋ		382	Dhakal2024	[x]
1516	Sherpa	Hole	miksaŋ	m i.k + s a.ŋ	1320 1321	hole/mik _hole/saŋ		380	Dhakal2024	[x]
1771	Tsum	Hole	mijuŋ	m i + j u.ŋ	1320 1324	hole _hole/juŋ		380	Dhakal2024	[x]
2026	Yolmo	Hole	om	o m	1325	hole/om		385	Dhakal2024	[x]
