ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morpheme_Structure,Grouped_Segments,Partial_Cognacy,Internal_Cognacy,Combined,Alignment,Subset
Tsum-102-Husband-1,,Tsum,102-Husband,kʰjowa,kʰjowa,kʰ j o + w a,[x],Dhakal2024,413,,,,husband _/wa,kʰ.j o + w a,1414 74,413,1,kʰ.j o + w a,Dhakal2024
Tsum-234-Wife-1,,Tsum,234-Wife,tɕʰjumma,tɕʰjumma,tɕʰ j u m + m a,[x],Dhakal2024,74,,,,wife _:ma-suffix/ma,tɕʰ.j u.m + m a,3670 11,74,1,tɕʰ.j u.m + m a,Dhakal2024
Tsum-22-Boy-1,,Tsum,22-Boy,ɕjaɾa,ɕjaɾa,ɕ j a !Ø/ɹ + ɹ a,[x],Dhakal2024,,,,,child-offspring ?,ɕ.j a.!Ø/ɹ + ɹ a,311 168,100,0,ɕ.j a.!Ø/ɹ + ɹ a,Dhakal2024
Tsum-79-Girl-1,,Tsum,79-Girl,naʑjuŋ,naʑjuŋ,n a + ʑ j u ŋ,[x],Dhakal2024,,,,,girl son-2,n a + ʑ.j u.ŋ,1115 2517,324,0,n a + ʑ.j u.ŋ,Dhakal2024
Tsum-42-Day-1,,Tsum,42-Day,ɕjakpa,ɕjakpa,ɕ j a k + p a,,Dhakal2024,,,,,day _:pa-suffix/pa,ɕ.j a.k + p a,618 53,199,0,ɕ.j a.k + p a,Dhakal2024
Tsum-139-Night-1,,Tsum,139-Night,n̪umu,n̪umu,n u + m u,,Dhakal2024,,,,,night _:mo-suffix/mu,n u + m u,1905 3365,82,0,n u + m u,Dhakal2024
Tsum-129-Morning-1,,Tsum,129-Morning,ɕjuo,ɕjuo,ɕ j uo,[x],Dhakal2024,1330,,,,morning/sjo,ɕ.j uo,1753,509,1,ɕ.j uo,Dhakal2024
Tsum-141-Noon-1,,Tsum,141-Noon,ɲiŋɡuŋ,ɲiŋɡuŋ,ɲ i + !ŋ/m !Ø/a + g u ŋ,[x],Dhakal2024,27,,,,sun _ma-suffix/ma noon,ɲ i + !ŋ/m !Ø/a + g u.ŋ,2613 11 1927,560,1,ɲ i + !ŋ/m !Ø/a + g u.ŋ,Dhakal2024
Tsum-58-Evening-1,,Tsum,58-Evening,kuŋmu,kuŋmu,k u ŋ + m u,[x],Dhakal2024,,,,,evening :mu-suffix/mu,k u.ŋ + m u,811 3365,250,0,k u.ŋ + m u,Dhakal2024
Tsum-239-Yesterday-1,,Tsum,239-Yesterday,nd̪aŋ,nd̪aŋ,ⁿd/d̪ a ŋ,[x],Dhakal2024,1151,,,,yesterday,ⁿd/d̪ a.ŋ,3753,1151,1,ⁿd/d̪ a.ŋ,Dhakal2024
Tsum-207-Today-1,,Tsum,207-Today,t̪iɾiŋ,t̪iɾiŋ,t̪ i + ɹ i ŋ,[x],Dhakal2024,1438,,,,today long,t̪ i + ɹ i.ŋ,79 1607,1018,1,t̪ i + ɹ i.ŋ,Dhakal2024
Tsum-209-Tomorrow-1,,Tsum,209-Tomorrow,ŋaɾt̪o,ŋaɾt̪o,ŋ a ɹ + t̪ o,[x],Dhakal2024,1028,,,,tomorrow/ŋar tomorrow/to,ŋ a.ɹ + t̪ o,3347 3348,1028,1,ŋ a.ɹ + t̪ o,Dhakal2024
Tsum-222-Week-1,,Tsum,222-Week,t̪yndaʔ,t̪yndaʔ,t̪ y n + d̪ a ʔ,[x],Dhakal2024,,,,,week/tyn _week/tha,t̪ y.n + d̪ a.ʔ,3524 3525,1074,0,t̪ y.n + d̪ a.ʔ,Dhakal2024
Tsum-127-Month-1,,Tsum,127-Month,nd̪a,nd̪a,ⁿd/d̪ a,[x],Dhakal2024,,,,,moon/da,ⁿd/d̪ a,15,498,0,ⁿd/d̪ a -,Dhakal2024
Tsum-238-Year-1,,Tsum,238-Year,lo,lo,l o,[x],Dhakal2024,1494,,,,year,l o,3744,1150,1,l o,Dhakal2024
Tsum-145-Old-1,,Tsum,145-Old,ɲiŋba,ɲiŋba,ɲ i ŋ + b a,[x],Dhakal2024,,,,,old _:pa-suffix/pa,ɲ i.ŋ + b a,1975 8,576,0,ɲ i.ŋ + b a,Dhakal2024
Tsum-138-New-1,,Tsum,138-New,samba,samba,s a + ⁿb/b a,[x],Dhakal2024,1349,,,,new _:ba-suffix/ba,s a + ⁿb/b a,1883 8,549,1,s a + ⁿb/b a,Dhakal2024
Tsum-84-Good-1,,Tsum,84-Good,jamu,jamu,j a + m u,[x],Dhakal2024,1272,,,,good _:mo-suffix/mu,j a + m u,1149 3365,330,1,j a + m u,Dhakal2024
Tsum-8-Bad-1,,Tsum,8-Bad,nepo,nepo,n e + p o,[x],Dhakal2024,1185,,,,bad/ne _:po-suffix,n e + p o,115 109,32,1,n e - + p o,Dhakal2024
Tsum-225-Wet-1,,Tsum,225-Wet,nd̪ompa,nd̪ompa,ⁿd/d̪ o m + p a,[x],Dhakal2024,1462,,,,wet _:pa-suffix/pa,ⁿd/d̪ o.m + p a,3549 10,1084,1,ⁿd/d̪ o.m + p a,Dhakal2024
Tsum-49-Dry-1,,Tsum,49-Dry,kampo,kampo,k a m + p o,[x],Dhakal2024,1234,,,,dry _:bo-suffix,k a.m + p o,671 672,214,1,k a.m + p o,Dhakal2024
Tsum-118-Long-1,,Tsum,118-Long,ɹiŋmu,ɹiŋmu,ɹ i ŋ + m u,,Dhakal2024,1321,,,,long _:mo-suffix/mu,ɹ i.ŋ + m u,1607 132,468,1,ɹ i.ŋ + m u,Dhakal2024
Tsum-175-Short-1,,Tsum,175-Short,t̪ʰyma,t̪ʰyma,t̪ʰ y + m a,[x],Dhakal2024,1386,,,,short/thum _:ma-suffix/ma,t̪ʰ y + m a,2420 11,720,1,t̪ʰ y - + m a,Dhakal2024
Tsum-98-Hot-1,,Tsum,98-Hot,tsʰand̪e,tsʰand̪e,tsʰ a + ⁿd̪/d̪ e,[x],Dhakal2024,1296,,,,hot/tsha _:de-suffix,tsʰ a + ⁿd̪/d̪ e,1365 1476,396,1,tsʰ a + ⁿd̪/d̪ e,Dhakal2024
Tsum-37-Cold-1,,Tsum,37-Cold,ɹaŋd̪a,ɹaŋd̪a,ɹ a ŋ + d̪ a,[x],Dhakal2024,1218,,,,cold/rang _/da,ɹ a.ŋ + d̪ a,165 82,190,1,ɹ a.ŋ + d̪ a,Dhakal2024
Tsum-163-Right-1,,Tsum,163-Right,jepa,jepa,j e + p a,[?],Dhakal2024,1365,,,,right/jo _:pa-suffix/pa,j e + p a,2233 10,659,1,j e + p a,Dhakal2024
Tsum-110-Left-1,,Tsum,110-Left,joma,joma,j o + m a,[x],Dhakal2024,1317,,,,left/jo _:ma-suffix/ma,j o + m a,1494 11,435,1,j o - + m a,Dhakal2024
Tsum-136-Near-1,,Tsum,136-Near,tɹala,tɹala,t̪ ɹ a + l a,[x],Dhakal2024,541,,,,near _?,t̪.ɹ a + l a,166 1861,541,1,t̪.ɹ a + l a,Dhakal2024
Tsum-62-Far-1,,Tsum,62-Far,t̪ʰaɹiŋmu,t̪ʰaɹiŋmu,t̪ʰ a + ɹ i ŋ + m u,[x],Dhakal2024,1247,,,,far/tha long _:mo-suffix/mu,t̪ʰ a + ɹ i.ŋ + m u,868 1607 132,265,1,t̪ʰ a + ɹ i.ŋ + m u,Dhakal2024
Tsum-15-Big-1,,Tsum,15-Big,tɕʰemo,tɕʰemo,tɕʰ e + m o,tɕʰe «big»,Dhakal2024,1195,,,,big _:mo-suffix,tɕʰ e + m o,213 218,77,1,tɕʰ e + m o,Dhakal2024
Tsum-181-Small-1,,Tsum,181-Small,tɕʰyma,tɕʰyma,tɕʰ y + m a,tɕʰuŋ «small»,Dhakal2024,1397,,,,SMALL _:ma-suffix/ma,tɕʰ y + m a,2471 11,731,1,tɕʰ y - + m a,Dhakal2024
Tsum-93-Heavy-1,,Tsum,93-Heavy,tɕend̪e,tɕend̪e,tɕ e + ⁿd̪/d̪ e,l.dʑ.i.d «heavy»,Dhakal2024,1290,,,,*heavy/tsen _*:de-suffix,tɕ e + ⁿd̪/d̪ e,1283 1284,370,1,tɕ e + ⁿd̪/d̪ e,Dhakal2024
Tsum-115-Light-1,,Tsum,115-Light,jaŋbo,jaŋbo,j a ŋ + b o,jaŋ «light»,Dhakal2024,1319,,,,light _:bo-suffix,j a.ŋ + b o,1546 107,450,1,j a.ŋ + b o,Dhakal2024
Tsum-1-Above-1,,Tsum,1-Above,jau,jau,j a + !Ø/j u,[x],Dhakal2024,4,,,,above/ja above/jo,j a + !Ø/j u,6 3,4,1,j a + !Ø/j u,Dhakal2024
Tsum-47-Below-1,,Tsum,47-Below,mau,mau,m a + !Ø/m u,[x],Dhakal2024,63,,,,below/ma below/mo,m a + !Ø/m u,202 201,69,1,m a + !Ø/m u,Dhakal2024
Tsum-231-White-1,,Tsum,231-White,kaɹbo,kaɹbo,k a ɹ + b o,d.k a.r,Dhakal2024,1472,,,,star/white :bu-suffix/pu,k a.ɹ + b o,2565 1581,1106,1,k a.ɹ + b o,Dhakal2024
Tsum-17-Black-1,,Tsum,17-Black,nakpo,nakpo,n a k + p o,nag «black»,Dhakal2024,1203,,,,black _:bu-suffix/pu,n a.k + p o,229 1581,81,1,n a.k + p o,Dhakal2024
Tsum-161-Red-1,,Tsum,161-Red,maɹbo,maɹbo,m a ɹ + b o,d.m a.r,Dhakal2024,1360,,,,red :bu-suffix/pu,m a.ɹ + b o,2205 1581,651,1,m a.ɹ + b o,Dhakal2024
Tsum-148-One-1,,Tsum,148-One,tɕik,tɕik,tɕ i k,[x],Dhakal2024,1354,,,,one,tɕ i.k,2024,588,1,tɕ i.k,Dhakal2024
Tsum-216-Two-1,,Tsum,216-Two,ɲi,ɲi,ɲ i,[x],Dhakal2024,1452,,,,two,ɲ i,3448,1053,1,ɲ i,Dhakal2024
Tsum-205-Three-1,,Tsum,205-Three,sum,sum,s u m,[x],Dhakal2024,1433,,,,three,s u.m,2800,829,1,s u.m,Dhakal2024
Tsum-75-Four-1,,Tsum,75-Four,ʑi,ʑi,ʑ i,[x],Dhakal2024,1262,,,,*four,ʑ i,1051,307,1,ʑ i,Dhakal2024
Tsum-71-Five-1,,Tsum,71-Five,ŋa,ŋa,ŋ a,[x],Dhakal2024,1310,,,,five,ŋ a,1009,302,1,ŋ a,Dhakal2024
Tsum-177-Six-1,,Tsum,177-Six,tɹu,tɹu,t̪ ɹ u,[x],Dhakal2024,1388,,,,six,t̪.ɹ u,2435,724,1,t̪.ɹ u,Dhakal2024
Tsum-173-Seven-1,,Tsum,173-Seven,t̪un,t̪un,t̪ u n,[x],Dhakal2024,1384,,,,seven,t̪ u.n,2400,717,1,t̪ u.n,Dhakal2024
Tsum-55-Eight-1,,Tsum,55-Eight,keʔ,keʔ,k e ʔ,[x],Dhakal2024,1245,,,,eight,k e.ʔ,764,234,1,k e.ʔ,Dhakal2024
Tsum-140-Nine-1,,Tsum,140-Nine,ku,ku,k u,[x],Dhakal2024,1351,,,,nine,k u,1916,559,1,k u,Dhakal2024
Tsum-195-Ten-1,,Tsum,195-Ten,tɕu,tɕu,tɕ u,[x],Dhakal2024,1422,,,,ten,tɕ u,2672,782,1,tɕ u,Dhakal2024
Tsum-57-Eleven-1,,Tsum,57-Eleven,tɕutɕi,tɕutɕi,tɕ u + tɕ i Ø/k,[x],Dhakal2024,,,,,ten one,tɕ u + tɕ i.Ø/k,2672 2024,248,0,tɕ u + tɕ i.Ø/k,Dhakal2024
Tsum-214-Twelve-1,,Tsum,214-Twelve,tɕuɲi,tɕuɲi,tɕ u + ɲ i,[x],Dhakal2024,,,,,ten two,tɕ u + ɲ i,2672 3448,1047,0,tɕ u + - ɲ i,Dhakal2024
Tsum-215-Twenty-1,,Tsum,215-Twenty,ɲiɕu,ɲiɕu,ɲ i + ɕ/tɕ u,[x],Dhakal2024,1451,,,,two ten,ɲ i + ɕ/tɕ u,3448 2672,1049,1,ɲ i + ɕ/tɕ u,Dhakal2024
Tsum-101-OneHundred-1,,Tsum,101-OneHundred,kja,kja,k j a,[x],Dhakal2024,1303,,,,hundred,k.j a,2035,590,1,k.j a,Dhakal2024
Tsum-232-Who-1,,Tsum,232-Who,su,su,s u,← Chinese shi,Dhakal2024,1474,,,,who,s u,3638,1110,1,s u,Dhakal2024
Tsum-226-What-1,,Tsum,226-What,tɕi,tɕi,tɕ i,[x],Dhakal2024,1464,,,,what/tsi,tɕ i,3559,1089,1,tɕ i,Dhakal2024
Tsum-229-Where-1,,Tsum,229-Where,kana,kana,k a + n a,[x],Dhakal2024,1470,,,,where/ka _there/na,k a + n a,3587 3593,1095,1,k a + n a,Dhakal2024
Tsum-228-When-1,,Tsum,228-When,n̪am,n̪am,!n̪/n a m,[x],Dhakal2024,,,,,when,!n̪/n a.m,3578,1094,0,!n̪/n a.m,Dhakal2024
Tsum-100-Howmany-1,,Tsum,100-Howmany,kanʑøʔ,kanʑøʔ,k a n + ʑ ø ʔ,[?],Dhakal2024,,,,,how/ka how/tse,k a.n + ʑ ø.ʔ,1397 1398,407,0,k a.n + ʑ ø.ʔ,Dhakal2024
Tsum-230-Which-1,,Tsum,230-Which,kaŋd̪e,kaŋd̪e,k a ŋ + d̪ !e/i,[x],Dhakal2024,,,,,which/kang _this,k a.ŋ + d̪ !e/i,3603 2734,1102,0,k a.ŋ + d̪ !e/i,Dhakal2024
Tsum-201-This-1,,Tsum,201-This,nd̪i,nd̪i,ⁿd/d̪ i,[x],Dhakal2024,1428,,,,this,ⁿd/d̪ i,2734,806,1,ⁿd/d̪ i,Dhakal2024
Tsum-196-That-1,,Tsum,196-That,o,o,o,[x],Dhakal2024,786,,,,over-there/o,o,2358,786,1,o,Dhakal2024
Tsum-200-These-1,,Tsum,200-These,nd̪id̪em,nd̪id̪em,ⁿd/d̪ i + d̪ e m,[x],Dhakal2024,,,,,_this :plural-suffix/dem,ⁿd/d̪ i + d̪ e.m,2734 2701,124,0,ⁿd/d̪ i + d̪ e.m,Dhakal2024
Tsum-197-Those-1,,Tsum,197-Those,od̪em,od̪em,o + d̪ e m,[x],Dhakal2024,,,,,_over-there/o :plural-suffix/dem,o + d̪ e.m,2358 2701,811,0,o + d̪ e.m,Dhakal2024
Tsum-171-Same-1,,Tsum,171-Same,od̪e,od̪e,o + d̪ !e/i,[x],Dhakal2024,,,,,over-there/o this,o + d̪ !e/i,2358 2734,130,0,o + d̪ !e/i,Dhakal2024
Tsum-44-Different-1,,Tsum,44-Different,minta,minta,m i n + t̪ a,[x],Dhakal2024,,,,,not/men same/ta,m i.n + t̪ a,631 632,201,0,m i.n + t̪ a,Dhakal2024
Tsum-233-Whole-1,,Tsum,233-Whole,tɕjop,tɕjop,tɕj/tɕ o p,[x],Dhakal2024,,,,,all/tsjop,tɕj/tɕ o.p,21,1112,0,tɕj/tɕ o.p,Dhakal2024
Tsum-26-Broken-1,,Tsum,26-Broken,tɕʰjako,tɕʰjako,tɕʰj/tɕʰ a k + !Ø/k o,[x],Dhakal2024,,,,,broken _broken/ko,tɕʰj/tɕʰ a.k + !Ø/k o,373 377,126,0,tɕʰj/tɕʰ a.k + !Ø/k o,Dhakal2024
Tsum-65-Few-1,,Tsum,65-Few,ɲyma,ɲyma,ɲ y + m a,[?],Dhakal2024,,,,,few/ny _:ma-suffix/ma,ɲ y + m a,929 11,279,0,ɲ y - + m a,Dhakal2024
Tsum-122-Many-1,,Tsum,122-Many,kaʑin,kaʑin,k a + ʑ i n,[x],Dhakal2024,479,,,,many/ka many/zing,k a + ʑ i.n,1653 1655,479,1,k a + ʑ i.n,Dhakal2024
Tsum-2-All-1,,Tsum,2-All,tɕjop,tɕjop,tɕj/tɕ o p,[x],Dhakal2024,10,,,,all/tsjop,tɕj/tɕ o.p,21,10,1,tɕj/tɕ o.p,Dhakal2024
Tsum-53-Toeat-1,,Tsum,53-Toeat,so,so,s o,[x],Dhakal2024,1240,,,,bite/so,s o,2966,892,1,s o,Dhakal2024
Tsum-53-Toeat-2,,Tsum,53-Toeat,seso,seso,s e + s o,[x],Dhakal2024,1311,,,,eat/se _:verbal-suffix/so,s e + s o,20 2813,892,1,s e + s o,Dhakal2024
Tsum-16-Tobite-1,,Tsum,16-Tobite,sat̪ob,sat̪ob,s a + t̪ o b,[x],Dhakal2024,850,,,,eat/sa _to,s a + t̪ o.b,94 2870,850,1,s a + t̪ o.b,Dhakal2024
Tsum-13-Tobehungry-1,,Tsum,13-Tobehungry,t̪oso,t̪oso,t̪ o + s o,[x],Dhakal2024,,,,,hungry/to _:verbal-suffix/so,t̪ o + s o,2809 2813,830,0,t̪ o + s o,Dhakal2024
Tsum-48-Todrink-1,,Tsum,48-Todrink,t̪ʰuŋ,t̪ʰuŋ,t̪ʰ u ŋ,[x],Dhakal2024,1232,,,,drink,t̪ʰ u.ŋ,2950,886,1,t̪ʰ u.ŋ,Dhakal2024
Tsum-199-Tobethirsty-1,,Tsum,199-Tobethirsty,kʰakomso,kʰakomso,kʰ a + k o m + s o,[x],Dhakal2024,,,,,mouth thirsty _:verbal-suffix/so,kʰ a + k o.m + s o,1821 2839 2813,155,0,kʰ a + k o.m + s o,Dhakal2024
Tsum-180-Tosleep-1,,Tsum,180-Tosleep,ɲol,ɲol,ɲ !o/a l,[x],Dhakal2024,1394,,,,sleep,ɲ !o/a.l,3192,978,1,ɲ !o/a.l,Dhakal2024
Tsum-180-Tosleep-2,,Tsum,180-Tosleep,ɲalso,ɲalso,ɲ a l + s o,[x],Dhakal2024,1394,,,,sleep _:verbal-suffix/so,ɲ a.l + s o,3192 2813,978,1,ɲ a.l + s o,Dhakal2024
Tsum-113-Tolie-1,,Tsum,113-Tolie,ləloɡjab,ləloɡjab,l ə + l o g/k + j a b,[x],Dhakal2024,,,,,lie/le lie/log lie/jab,l ə + l o.g/k + j a.b,3074 3067 3075,931,0,l ə + l o.g/k + j a.b,Dhakal2024
Tsum-176-Tosit-1,,Tsum,176-Tosit,t̪øʔ,t̪øʔ,t̪ ø ʔ,,Dhakal2024,,,,,sit/te,t̪ ø.ʔ,3176,973,0,t̪ ø.ʔ,Dhakal2024
Tsum-176-Tosit-2,,Tsum,176-Tosit,t̪øso,t̪øso,t̪ ø + s o,,Dhakal2024,,,,,sit/te _:verbal-suffix/so,t̪ ø + s o,3176 2813,973,0,t̪ ø - + s o,Dhakal2024
Tsum-80-Togive-1,,Tsum,80-Togive,t̪øʔ,t̪øʔ,t̪ ø ʔ,,Dhakal2024,1268,,,,give/ter,t̪ ø.ʔ,3000,903,1,t̪ ø.ʔ,Dhakal2024
Tsum-80-Togive-2,,Tsum,80-Togive,t̪eʔso,t̪eʔso,t̪ e ʔ + s o,,Dhakal2024,1268,,,,give/ter _:verbal-suffix/so,t̪ e.ʔ + s o,3000 2813,903,1,t̪ e.ʔ + s o,Dhakal2024
Tsum-29-Toburn-1,,Tsum,29-Toburn,tsʰiʔso,tsʰiʔso,tsʰ i ʔ + s o,,Dhakal2024,,,,,burn _:verbal-suffix/so,tsʰ i.ʔ + s o,2888 2813,860,0,tsʰ i.ʔ + s o,Dhakal2024
Tsum-43-Todie-1,,Tsum,43-Todie,ɕiso,ɕiso,ɕ i + s o,← Chinese sǐ,Dhakal2024,1230,,,,die _:verbal-suffix/so,ɕ i + s o,2936 2813,882,1,ɕ i + s o,Dhakal2024
Tsum-106-Tokill-1,,Tsum,106-Tokill,seso,seso,s e + s o,← Chinese shā,Dhakal2024,1311,,,,kill _:verbal-suffix/so,s e + s o,3050 2813,924,1,s e + s o,Dhakal2024
Tsum-74-Tofly-1,,Tsum,74-Tofly,pʰiɹso,pʰiɹso,pʰ i ɹ + s o,,Dhakal2024,1259,,,,fly _:verbal-suffix/so,pʰ i.ɹ + s o,2984 2813,897,1,pʰ i.ɹ + s o,Dhakal2024
Tsum-220-Towalk-1,,Tsum,220-Towalk,ndo,ndo,ⁿd/d̪ o,?,Dhakal2024,1453,,,,TO,ⁿd/d̪ o,3290,1012,1,ⁿd/d̪ o -,Dhakal2024
Tsum-169-Torun-1,,Tsum,169-Torun,tɕʰoŋdo,tɕʰoŋdo,tɕʰ o ŋ + d̪ o,,Dhakal2024,967,,,,run TO,tɕʰ o.ŋ + d̪ o,3161 157,966,1,tɕʰ o.ŋ + d̪ o,Dhakal2024
Tsum-81-Togo-1,,Tsum,81-Togo,ndo,ndo,ⁿd/d̪ o,,Dhakal2024,,,,,go/to,ⁿd/d̪ o,3017,910,0,ⁿd/d̪ o -,Dhakal2024
Tsum-81-Togo-2,,Tsum,81-Togo,pyso,pyso,p y + s o,,Dhakal2024,,,,,go/py _:verbal-suffix/so,p y + s o,3023 2813,911,0,p y + s o -,Dhakal2024
Tsum-38-Tocome-1,,Tsum,38-Tocome,ɕjoʔ,ɕjoʔ,ɕ j o ʔ,,Dhakal2024,1224,,,,come/sjo,ɕ.j o.ʔ,2921,876,1,ɕ.j o.ʔ,Dhakal2024
Tsum-38-Tocome-2,,Tsum,38-Tocome,leuʑuŋ,leuʑuŋ,l eu + ʑ u ŋ,,Dhakal2024,21,,,,come/leu come/zuŋ,l eu + ʑ u.ŋ,2927 2922,875,1,l eu + ʑ u.ŋ,Dhakal2024
Tsum-186-Tospeak-1,,Tsum,186-Tospeak,lauso,lauso,l au + s o,,Dhakal2024,,,,,TO _:verbal-suffix/so,l au + s o,3211 2813,985,0,l au - + s o,Dhakal2024
Tsum-116-Tohearlisten-1,,Tsum,116-Tohearlisten,ɲan,ɲan,ɲ a n,,Dhakal2024,51,,,,hear/njin,ɲ a.n,3033,917,1,ɲ a.n,Dhakal2024
Tsum-116-Tohearlisten-2,,Tsum,116-Tohearlisten,ɲanso,ɲanso,ɲ a n + s o,,Dhakal2024,51,,,,hear/njin _:verbal-suffix/so,ɲ a.n + s o,3033 2813,917,1,ɲ a.n + s o,Dhakal2024
Tsum-119-Tolook-1,,Tsum,119-Tolook,t̪ø,t̪ø,t̪ ø,,Dhakal2024,,,,,look/ta,t̪ ø,3096,944,0,t̪ ø,Dhakal2024
Tsum-119-Tolook-2,,Tsum,119-Tolook,t̪eso,t̪eso,t̪ e + s o,,Dhakal2024,,,,,look/ta _:verbal-suffix/so,t̪ e + s o,3096 2813,944,0,t̪ e + s o,Dhakal2024
Tsum-103-I-1,,Tsum,103-I,ŋa,ŋa,ŋ a,[x],Dhakal2024,1310,,,,I,ŋ a,1432,418,1,ŋ a,Dhakal2024
Tsum-203-Youinformal-1,,Tsum,203-Youinformal,kʰjøʔ,kʰjøʔ,kʰ j ø ʔ,[x],Dhakal2024,1430,,,,thou,kʰ.j ø.ʔ,3779,1157,1,kʰ.j ø.ʔ,Dhakal2024
Tsum-241-Youformal-1,,Tsum,241-Youformal,kʰeɹaŋ,kʰeɹaŋ,kʰ !Ø/j e + ɹ a ŋ,,Dhakal2024,,,,,_you plural/raŋ,kʰ.!Ø/j e + ɹ a.ŋ,3762 16,1152,0,kʰ.!Ø/j e + ɹ a.ŋ,Dhakal2024
Tsum-90-He-1,,Tsum,90-He,kʰo,kʰo,kʰ o,[x],Dhakal2024,,,,,he,kʰ o,1254,365,0,kʰ o,Dhakal2024
Tsum-174-She-1,,Tsum,174-She,mo,mo,m o,[x],Dhakal2024,,,,,female,m o,601,718,0,m o,Dhakal2024
Tsum-224-Weinclusive-1,,Tsum,224-Weinclusive,ɲoɹoŋ,ɲoɹoŋ,ɲ o + ɹ o ŋ,,Dhakal2024,1066,,,,_we all/rang,ɲ o + ɹ o.ŋ,3499 16,1066,1,ɲ o + ɹ o.ŋ,Dhakal2024
Tsum-224-Weinclusive-2,,Tsum,224-Weinclusive,ɲoɹoŋkja,ɲoɹoŋkja,ɲ o + ɹ o ŋ + k j a,,Dhakal2024,1066,,,,_we all/rang _:plural-suffix/kja,ɲ o + ɹ o.ŋ + k.j a,3499 16 2718,1066,1,ɲ o + ɹ o.ŋ + k.j a,Dhakal2024
Tsum-240-Youplural-1,,Tsum,240-Youplural,kʰeɹaŋkja,kʰeɹaŋkja,kʰ e + ɹ a ŋ + k j a,,Dhakal2024,1159,,,,_you _you _:plural-suffix/kja,kʰ e + ɹ a.ŋ + k.j a,3790 3795 2718,1159,1,kʰ e + ɹ a.ŋ + k.j a,Dhakal2024
Tsum-198-They-1,,Tsum,198-They,kʰuŋkja,kʰuŋkja,kʰ u ŋ + k j a,,Dhakal2024,,,,,THEY _:plural-suffix/kja,kʰ u.ŋ + k.j a,2714 2718,799,0,kʰ u.ŋ + k.j a,Dhakal2024
Tsum-72-Floureatenasfood-1,,Tsum,72-Floureatenasfood,pʰe,pʰe,pʰ e,,Dhakal2024,,,,,FLOUR,pʰ e,148,183,0,pʰ e,Dhakal2024
Tsum-72-Floureatenasfood-2,,Tsum,72-Floureatenasfood,tsampa,tsampa,ts a m + p a,,Dhakal2024,,,,,_flour _:pa-suffix/pa,ts a.m + p a,1018 53,303,0,ts a.m + p a,Dhakal2024
Tsum-86-Hailstone-1,,Tsum,86-Hailstone,seɹa,seɹa,s e + ɹ a,,Dhakal2024,1280,,,,HAILSTONE _hailstone,s e + ɹ a,1197 1198,347,1,s e - + ɹ - a -,Dhakal2024
Tsum-86-Hailstone-2,,Tsum,86-Hailstone,tɕʰjaɹwa,tɕʰjaɹwa,tɕʰ j a + !ɹw/ɹ a,,Dhakal2024,348,,,,_hailstone HAILSTONE,tɕʰ.j a + !ɹw/ɹ a,1203 1198,348,1,tɕʰ.j a + !ɹw/ɹ a,Dhakal2024
Tsum-104-Intestine-1,,Tsum,104-Intestine,kjuã,kjuã,k j u + !Ø/m !ã/a,[?],Dhakal2024,,,,,intestine _:ma-suffix/ma,k.j u + !Ø/m !ã/a,1441 1442,419,0,k.j u + !Ø/m !ã/a,Dhakal2024
Tsum-237-Yard-1,,Tsum,237-Yard,ild̪oʔ,ild̪oʔ,i l + d̪ o ʔ,,Dhakal2024,,,,,YARD _yard,i.l + d̪ o.ʔ,3731 3732,1146,0,i.l + d̪ o.ʔ,Dhakal2024
Tsum-217-Touproot-1,,Tsum,217-Touproot,waʔ,waʔ,w a ʔ,,Dhakal2024,,,,,uproot/wa,w a.ʔ,3278,1007,0,w a.ʔ,Dhakal2024
Tsum-217-Touproot-2,,Tsum,217-Touproot,waso,waso,w a + s o,,Dhakal2024,,,,,uproot/wa _:verbal-suffix/so,w a + s o,3278 2813,1005,0,w a + s o,Dhakal2024
Tsum-150-Oven-1,,Tsum,150-Oven,t̪ʰap,t̪ʰap,t̪ʰ a p,[x],Dhakal2024,,,,,oven/thab,t̪ʰ a.p,2062,603,0,t̪ʰ a.p,Dhakal2024
Tsum-94-Heel-1,,Tsum,94-Heel,t̪iŋba,t̪iŋba,t̪ i ŋ + b a,[x],Dhakal2024,,,,,heel/tiŋ _:ba-suffix,t̪ i.ŋ + b a,1299 2603,372,0,t̪ i.ŋ + b a,Dhakal2024
Tsum-185-Spade-1,,Tsum,185-Spade,t̪otse,t̪otse,t̪ o + ts e,[x],Dhakal2024,,,,,spade _spade,t̪ o + ts e,2528 2529,746,0,t̪ o + ts e,Dhakal2024
Tsum-97-Horse-1,,Tsum,97-Horse,t̪a,t̪a,t̪ a,,Dhakal2024,1294,,,,horse,t̪ a,1352,393,1,t̪ a,Dhakal2024
Tsum-117-Load-1,,Tsum,117-Load,kʰuɹu,kʰuɹu,kʰ u + ɹ u,,Dhakal2024,,,,,LOAD _load,kʰ u + ɹ u,1580 1582,463,0,kʰ u + ɹ u,Dhakal2024
