ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	MORPHEMES	COGID	ALIGNMENT
214	Gyalsumdo	To run	t̪aɹkjulaŋ	t̪aɹkjulaŋ	t̪ a ɹ + k j u + l a ŋ	3156 3157 3158	TO _to _to	958	t̪ a ɹ + k j u + l a ŋ
481	Jirel	To run	tɕʰwabat̪e	tɕʰwabat̪e	tɕʰ w a + b a + t̪ e	3159 3160 3156	_to _to TO	958	tɕʰ w a + b a - + t̪ e -
730	Kagate	To run	tɕʰjoŋdze	tɕʰjoŋdze	tɕʰ j o ŋ + dz e	3161 3156	_to TO	958	tɕʰ j o ŋ + dz e -
991	Lowa	To run	paŋt̪aŋje	paŋt̪aŋje	p a ŋ + t̪ a + ŋ j e	3160 3156 3162	_to TO _to	958	p a ŋ + t̪ a - + ŋ j e
1238	Nubri	To run	lat̪aŋ	lat̪aŋ	l a + t̪ a ŋ	3158 3156	_to TO	958	l a - + t̪ a ŋ
1490	Sherpa	To run	tɕʰjoŋɡu	tɕʰjoŋɡu	tɕʰ j o ŋ + g u	3161 3157	TO _to	959	tɕʰ j o ŋ + g - u
1737	Tsum	To run	tɕʰoŋdo	tɕʰoŋdo	tɕʰ o ŋ + d o	3161 3156	_to TO	958	tɕʰ - o ŋ + d o -
1999	Yolmo	To run	tɕʰjuŋd̪uŋ	tɕʰjuŋd̪uŋ	tɕʰ j u ŋ + d̪ u ŋ	3161 3156	_to TO	958	tɕʰ j u ŋ + d̪ u ŋ
207	Gyalsumdo	To sit	t̪e	t̪e	t̪ e	3176	TO	965	t̪ e -
471	Jirel	To sit	d̪et̪at̪e	d̪et̪at̪e	d̪ e + t̪ a + t̪ e	3176 3177 3178	TO _to _to	965	d̪ e - + t̪ a + t̪ e
723	Kagate	To sit	t̪etse	t̪etse	t̪ e + ts e	3176 3178	TO _to	965	t̪ e - + ts e
984	Lowa	To sit	t̪eje	t̪eje	t̪ e + j e	3176 3179	TO _to	965	t̪ e - + j e
1231	Nubri	To sit	t̪e	t̪e	t̪ e	3176	TO	965	t̪ e -
1483	Sherpa	To sit	d̪et̪u	d̪et̪u	d̪ e + t̪ u	3176 3178	TO _to	965	d̪ e - + t̪ u
1728	Tsum	To sit	t̪øʔ	t̪øʔ	t̪ ø ʔ	3176	TO	965	t̪ ø ʔ
1729	Tsum	To sit	t̪øso	t̪øso	t̪ ø + s o	3176 3178	TO _to	965	t̪ ø - + s o
1992	Yolmo	To sit	t̪e	t̪e	t̪ e	3176	TO	965	t̪ e -
205	Gyalsumdo	To sleep	ɲal	ɲal	ɲ a l	3192	TO	969	ɲ a l
467	Jirel	To sleep	ɲol	ɲol	ɲ o l	3192	TO	969	ɲ o l
468	Jirel	To sleep	ɲalat̪e	ɲalat̪e	ɲ a + l a + t̪ e	3192 3198 3193	TO _to _to	969	ɲ a - + l a + t̪ e
721	Kagate	To sleep	ɲaldze	ɲaldze	ɲ a l + dz e	3192 3193	TO _to	969	ɲ a l + dz e
982	Lowa	To sleep	ɲaje	ɲaje	ɲ a + j e	3192 3194	TO _to	969	ɲ a - + j e
1229	Nubri	To sleep	ɲal	ɲal	ɲ a l	3192	TO	969	ɲ a l
1481	Sherpa	To sleep	ŋiloku	ŋiloku	ŋ i + l o + k u	3192 3195 3196	TO _to _to	969	ŋ i - + l o + k u
1725	Tsum	To sleep	ɲol	ɲol	ɲ o l	3192	TO	969	ɲ o l
1726	Tsum	To sleep	ɲalso	ɲalso	ɲ a l + s o	3192 3193	TO _to	969	ɲ a l + s o
1990	Yolmo	To sleep	ɲald̪uŋ	ɲald̪uŋ	ɲ a l + d̪ u ŋ	3192 3197	TO _to	969	ɲ a l + d̪ u ŋ
218	Gyalsumdo	To speak	labt̪aŋɡɛ	labt̪aŋɡɛ	l a b + t̪ a ŋ + g ɛ	3211 3212 3213	TO _to _to	976	l a b + t̪ a ŋ + g ɛ
485	Jirel	To speak	mbat̪kʰabat̪e	mbat̪kʰabat̪e	ⁿb a t̪ + kʰ a + b a + t̪ e	3214 3215 3216 3213	_to _to _to TO	977	ⁿb a t̪ + kʰ a + b a + t̪ e
733	Kagate	To speak	latse	latse	l a + ts e	3211 3213	TO _to	976	l a - + ts e
994	Lowa	To speak	naje	naje	n a + j e	3217 3218	TO _to	982	n a + j e
1241	Nubri	To speak	ɕe	ɕe	ɕ e	3213	TO	977	ɕ e
1242	Nubri	To speak	lab	lab	l a b	3211	TO	976	l a b
1493	Sherpa	To speak	ləbu	ləbu	l ə + b u	3211 3219	TO _to	976	l ə - + b u
1742	Tsum	To speak	lauso	lauso	l au + s o	3211 3213	TO _to	976	l au - + s o
2002	Yolmo	To speak	med̪oŋ	med̪oŋ	m e + d̪ o ŋ	3220 3212	_to TO	978	m e + d̪ o ŋ
266	Gyalsumdo	To swallow	mikɛ	mikɛ	m i + k ɛ	3231 3232	TO _to	986	m i - + k - ɛ
527	Jirel	To swallow	mikt̪aŋat̪e	mikt̪aŋat̪e	m i k + t̪ a + ŋ a + t̪ e	3231 3233 3234 3232	TO _to _to _to	986	m i k + t̪ a + ŋ a - + t̪ - e
779	Kagate	To swallow	ɲiktse	ɲiktse	ɲ i k + ts e	3234 3232	_to TO	987	ɲ i k + ts - e
1039	Lowa	To swallow	miɡje	miɡje	m i + g j e	3231 3232	TO _to	986	m i - + g j e
1290	Nubri	To swallow	mikʰ	mikʰ	m i kʰ	3231	TO	986	m i kʰ
1535	Sherpa	To swallow	mit̪at̪oŋɡu	mit̪at̪oŋɡu	m i + t̪ a + t̪ o ŋ + g u	3231 3233 3235 3232	TO _to _to _to	986	m i - + t̪ a + t̪ o ŋ + g - u
1796	Tsum	To swallow	ɲiʔ	ɲiʔ	ɲ i ʔ	3234	TO	988	ɲ i ʔ
1797	Tsum	To swallow	ɲitsoŋ	ɲitsoŋ	ɲ i + ts o ŋ	3234 3235	TO _to	988	ɲ i - + ts o ŋ
2049	Yolmo	To swallow	ɲit̪uŋ	ɲit̪uŋ	ɲ i + t̪ u ŋ	3234 3235	TO _to	988	ɲ i - + t̪ u ŋ
267	Gyalsumdo	To throw	jukɛ	jukɛ	j u + k ɛ	3252 3253	TO _to	991	- j u - + k - ɛ
268	Gyalsumdo	To throw	juɹkɛ	juɹkɛ	j u ɹ + k ɛ	3252 3253	TO _to	991	- j u ɹ + k - ɛ
528	Jirel	To throw	kjuɹat̪e	kjuɹat̪e	k j u + ɹ a + t̪ e	3252 3254 3253	TO _to _to	991	k j u - + ɹ a + t̪ - e
780	Kagate	To throw	kurtse	kurtse	k u r + ts e	3252 3253	TO _to	991	k - u r + ts - e
1040	Lowa	To throw	juɡje	juɡje	j u + g j e	3252 3253	TO _to	991	- j u - + g j e
1291	Nubri	To throw	juk	juk	j u k	3252	TO	991	- j u k
1536	Sherpa	To throw	juku	juku	j u + k u	3252 3253	TO _to	991	- j u - + k - u
1798	Tsum	To throw	kjut	kjut	k j u t	3252	TO	991	k j u t
1799	Tsum	To throw	kjuɾtsoŋ	kjuɾtsoŋ	k j u ɾ + ts o ŋ	3252 3255	TO _to	991	k j u ɾ + ts o ŋ
2050	Yolmo	To throw	kjuɹd̪uŋ	kjuɹd̪uŋ	k j u ɹ + d̪ u ŋ	3252 3255	TO _to	991	k j u ɹ + d̪ u ŋ
239	Gyalsumdo	To uproot	pi	pi	p i	3272	TO	995	p i
501	Jirel	To uproot	pʰalat̪e	pʰalat̪e	pʰ a + l a + t̪ e	3272 3273 3274	TO _to _to	995	pʰ a + l a + t̪ e
751	Kagate	To uproot	podze	podze	p o + dz e	3272 3274	TO _to	995	p o + dz e
1011	Lowa	To uproot	pije	pije	p i + j e	3272 3275	TO _to	995	p i + j e
1259	Nubri	To uproot	kɔ	kɔ	k ɔ	3276	TO	997	k ɔ
1510	Sherpa	To uproot	pʰəlɡu	pʰəlɡu	pʰ ə l + g u	3277 3276	_to TO	997	pʰ ə l + g u
1763	Tsum	To uproot	waʔ	waʔ	w a ʔ	3278	TO	998	w a ʔ
1764	Tsum	To uproot	waso	waso	w a + s o	3278 3274	_to TO	996	w a - + s o
2021	Yolmo	To uproot	pod̪oŋ	pod̪oŋ	p o + d̪ o ŋ	3272 3279	TO _to	995	p o + d̪ o ŋ
213	Gyalsumdo	To walk	kju	kju	k j u	3289	TO	1004	k j u -
479	Jirel	To walk	kʰjom	kʰjom	kʰ j o m	3289	TO	1004	kʰ j o m
480	Jirel	To walk	kʰjambat̪e	kʰjambat̪e	kʰ j a n/m + b a + t̪ e	3289 3294 3290	_to _to TO	1003	kʰ j a n/m + b a + t̪ e -
729	Kagate	To walk	dodze	dodze	d o + dz e	3290 3291	TO _to	1003	d o - + dz e
990	Lowa	To walk	ndoje	ndoje	ⁿd o + j e	3290 3292	TO _to	1003	ⁿd o - + j e
1237	Nubri	To walk	kombaɡjap	kombaɡjap	k o n/m + b a + g j a p	3293 3294 3289	_to _to TO	1004	k o n/m + b a + g j a p
1489	Sherpa	To walk	dop	dop	d o p	3290	TO	1003	d o p
1736	Tsum	To walk	ndo	ndo	ⁿd o	3290	TO	1003	ⁿd o -
1998	Yolmo	To walk	ndo	ndo	ⁿd o	3290	TO	1003	ⁿd o -
136	Gyalsumdo	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	3305 3306	_today TODAY	1009	t̪ i + ɹ i ŋ
396	Jirel	Today	tʰəɹiŋ	tʰəɹiŋ	tʰ ə + ɹ i ŋ	3305 3306	_today TODAY	1009	tʰ ə + ɹ i ŋ
655	Kagate	Today	t̪iriŋ	t̪iriŋ	t̪ i + r i ŋ	3305 3306	_today TODAY	1009	t̪ i + r i ŋ
910	Lowa	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɾ i ŋ	3305 3306	_today TODAY	1009	t̪ i + ɾ i ŋ
1163	Nubri	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	3305 3306	_today TODAY	1009	t̪ i + ɹ i ŋ
1417	Sherpa	Today	ariŋ	ariŋ	a + r i ŋ	3307 3306	_today TODAY	1009	a + r i ŋ
1660	Tsum	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɾ i ŋ	3305 3306	_today TODAY	1009	t̪ i + ɾ i ŋ
1924	Yolmo	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	3305 3306	_today TODAY	1009	t̪ i + ɹ i ŋ
89	Gyalsumdo	Tomato	kolbenda	kolbenda	k o l + b e n/n + d a	3322 3323 3324	_tomato _tomato TOMATO	1012	- k o l + b e n/n + d a
350	Jirel	Tomato	ŋɡolbeda	ŋɡolbeda	ŋ g o l + b e + d a	3322 3323 3324	_tomato _tomato TOMATO	1012	ŋ g o l + b e - + d a
609	Kagate	Tomato	ɡolbeda	ɡolbeda	g o l + b e + d a	3322 3323 3324	_tomato _tomato TOMATO	1012	- g o l + b e - + d a
865	Lowa	Tomato	tomato	tomato	t o + m a + t o	3324 3325 3326	TOMATO _tomato _tomato	1012	t o + m a + t o
1120	Nubri	Tomato	tumaʈa	tumaʈa	t u + m a + ʈ a	3327 3325 3324	_tomato _tomato TOMATO	1012	t u + m a + ʈ a
1373	Sherpa	Tomato	ɡolbeda	ɡolbeda	g o l + b e + d a	3322 3323 3324	_tomato _tomato TOMATO	1012	- g o l + b e - + d a
1617	Tsum	Tomato	ɡolbeɾa	ɡolbeɾa	g o l + b e + ɾ a	3322 3323 3328	TOMATO _tomato _tomato	1013	- g o l + b e - + ɾ a
1881	Yolmo	Tomato	ɡolbenda	ɡolbenda	g o l + b e n/n + d a	3322 3323 3324	_tomato _tomato TOMATO	1012	- g o l + b e n/n + d a
137	Gyalsumdo	Tomorrow	ŋato	ŋato	ŋ a + t o	3347 3348	TOMORROW _tomorrow	1019	ŋ a - + t o
397	Jirel	Tomorrow	ŋaɹo	ŋaɹo	ŋ a + ɹ o	3347 3349	TOMORROW _tomorrow	1019	ŋ a - + ɹ o
656	Kagate	Tomorrow	ŋart̪o	ŋart̪o	ŋ a r + t̪ o	3347 3348	TOMORROW _tomorrow	1019	ŋ a r + t̪ o
911	Lowa	Tomorrow	ŋeto	ŋeto	ŋ e + t o	3347 3348	TOMORROW _tomorrow	1019	ŋ e - + t o
1164	Nubri	Tomorrow	ŋaɹo	ŋaɹo	ŋ a + ɹ o	3347 3349	TOMORROW _tomorrow	1019	ŋ a - + ɹ o
1418	Sherpa	Tomorrow	sala	sala	s a + l a	3350 3351	TOMORROW _tomorrow	1022	s a + l a
1661	Tsum	Tomorrow	ŋaɾt̪o	ŋaɾt̪o	ŋ a ɾ + t̪ o	3347 3348	TOMORROW _tomorrow	1019	ŋ a ɾ + t̪ o
1925	Yolmo	Tomorrow	n̪aŋbaɹ	n̪aŋbaɹ	n̪ a ŋ + b a ɹ	3347 3352	TOMORROW _tomorrow	1019	n̪ a ŋ + b a ɹ
11	Gyalsumdo	Tongue	tɕemu	tɕemu	tɕ e + m u	3364 3365	TONGUE _tongue	1025	tɕ e + m u
278	Jirel	Tongue	tselak	tselak	ts e + l a k	3364 3366	TONGUE _tongue	1025	ts e + l a k
538	Kagate	Tongue	tse	tse	ts e	3364	TONGUE	1025	ts e
791	Lowa	Tongue	tsemu	tsemu	ts e + m u	3364 3365	TONGUE _tongue	1025	ts e + m u
1050	Nubri	Tongue	tɕe	tɕe	tɕ e	3364	TONGUE	1025	tɕ e
1301	Sherpa	Tongue	tɕjalak	tɕjalak	tɕ j a + l a k	3367 3366	_tongue TONGUE	1027	tɕ j a + l a k
1546	Tsum	Tongue	tɕe	tɕe	tɕ e	3364	TONGUE	1025	tɕ e
1809	Yolmo	Tongue	tsele	tsele	ts e + l e	3364 3368	TONGUE _tongue	1025	ts e + l e
68	Gyalsumdo	Tree	t̪oŋbu	t̪oŋbu	t̪ o ŋ + b u	3378 3379	TREE _tree	1030	t̪ o ŋ + b u
331	Jirel	Tree	nd̪oŋbo	nd̪oŋbo	ⁿd o ŋ + b o	3378 3379	TREE _tree	1030	ⁿd o ŋ + b o
590	Kagate	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	3378 3379	TREE _tree	1030	t̪ o ŋ + b o
846	Lowa	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	3378 3379	TREE _tree	1030	t̪ o ŋ + b o
1101	Nubri	Tree	t̪oŋpo	t̪oŋpo	t̪ o ŋ + p o	3378 3379	TREE _tree	1030	t̪ o ŋ + p o
1354	Sherpa	Tree	d̪oŋbu	d̪oŋbu	d̪ o ŋ + b u	3378 3379	TREE _tree	1030	d̪ o ŋ + b u
1598	Tsum	Tree	t̪oŋbo	t̪oŋbo	t̪ o ŋ + b o	3378 3379	TREE _tree	1030	t̪ o ŋ + b o
1862	Yolmo	Tree	t̪uŋbu	t̪uŋbu	t̪ u ŋ + b u	3378 3379	TREE _tree	1030	t̪ u ŋ + b u
85	Gyalsumdo	Turmeric	peɕaɹ	peɕaɹ	p e + ɕ a ɹ	3395 3396	TURMERIC _turmeric	1032	p e + ɕ a ɹ
346	Jirel	Turmeric	mbesaɹ	mbesaɹ	ⁿb e + s a ɹ	3395 3396	TURMERIC _turmeric	1032	ⁿb e + s a ɹ
605	Kagate	Turmeric	juŋa	juŋa	j u + ŋ a	3397 3398	_turmeric TURMERIC	1034	j u + ŋ a
861	Lowa	Turmeric	besaɾ	besaɾ	b e + s a ɾ	3395 3396	TURMERIC _turmeric	1032	b e + s a ɾ
1116	Nubri	Turmeric	peseɹ	peseɹ	p e + s e ɹ	3395 3396	TURMERIC _turmeric	1032	p e + s e ɹ
1369	Sherpa	Turmeric	ɲuŋa	ɲuŋa	ɲ u + ŋ a	3399 3398	_turmeric TURMERIC	1034	ɲ u + ŋ a
1613	Tsum	Turmeric	beset	beset	b e + s e t	3395 3400	TURMERIC _turmeric	1032	b e + s e t
1877	Yolmo	Turmeric	juŋa	juŋa	j u + ŋ a	3397 3398	_turmeric TURMERIC	1034	j u + ŋ a
177	Gyalsumdo	Twelve	tɕuɲi	tɕuɲi	tɕ u + ɲ i	3412 3413	TWELVE _twelve	1038	tɕ - u - + - ɲ i
437	Jirel	Twelve	tɕuŋɲi	tɕuŋɲi	tɕ u ŋ + ɲ i	3412 3413	TWELVE _twelve	1038	tɕ - u ŋ + - ɲ i
695	Kagate	Twelve	tɕikŋi	tɕikŋi	tɕ i + k ŋ i	3412 3413	TWELVE _twelve	1038	tɕ - i - + k ŋ i
952	Lowa	Twelve	tɕuɲi	tɕuɲi	tɕ u + ɲ i	3412 3413	TWELVE _twelve	1038	tɕ - u - + - ɲ i
1203	Nubri	Twelve	tɕjuɲi	tɕjuɲi	tɕ j u + ɲ i	3412 3413	TWELVE _twelve	1038	tɕ j u - + - ɲ i
1456	Sherpa	Twelve	tɕjuŋi	tɕjuŋi	tɕ j u + ŋ i	3412 3413	TWELVE _twelve	1038	tɕ j u - + - ŋ i
1699	Tsum	Twelve	tɕuɲi	tɕuɲi	tɕ u + ɲ i	3412 3413	TWELVE _twelve	1038	tɕ - u - + - ɲ i
1963	Yolmo	Twelve	tɕiɲi	tɕiɲi	tɕ i + ɲ i	3412 3413	TWELVE _twelve	1038	tɕ - i - + - ɲ i
178	Gyalsumdo	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ u	3429 3430	TWENTY _twenty	1040	ɲ i + ɕ - u
438	Jirel	Twenty	kʰaldʑik	kʰaldʑik	kʰ a l + dʑ i k	3431 3432	_twenty TWENTY	1042	kʰ a l + dʑ i k
696	Kagate	Twenty	ŋiɕju	ŋiɕju	ŋ i + ɕ j u	3429 3430	TWENTY _twenty	1040	ŋ i + ɕ j u
953	Lowa	Twenty	ɲidʑu	ɲidʑu	ɲ i + dʑ u	3429 3432	TWENTY _twenty	1040	ɲ i + dʑ u -
1204	Nubri	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ u	3429 3430	TWENTY _twenty	1040	ɲ i + ɕ - u
1457	Sherpa	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ j u	3429 3430	TWENTY _twenty	1040	ɲ i + ɕ j u
1700	Tsum	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ u	3429 3430	TWENTY _twenty	1040	ɲ i + ɕ - u
1964	Yolmo	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ j u	3429 3430	TWENTY _twenty	1040	ɲ i + ɕ j u
1965	Yolmo	Twenty	kʰaldʑi	kʰaldʑi	kʰ a l + dʑ i	3431 3432	_twenty TWENTY	1042	kʰ a l + dʑ i -
166	Gyalsumdo	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
427	Jirel	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
685	Kagate	Two	ŋi	ŋi	ŋ i	3448	TWO	1044	ŋ i
941	Lowa	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
1192	Nubri	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
1446	Sherpa	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
1689	Tsum	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
1953	Yolmo	Two	ɲi	ɲi	ɲ i	3448	TWO	1044	ɲ i
27	Gyalsumdo	Urine	tɕiŋ	tɕiŋ	tɕ i ŋ	3457	URINE	1045	tɕ i ŋ
291	Jirel	Urine	tsiŋ	tsiŋ	ts i ŋ	3457	URINE	1045	ts i ŋ
552	Kagate	Urine	tsiŋ	tsiŋ	ts i ŋ	3457	URINE	1045	ts i ŋ
805	Lowa	Urine	tsiŋ	tsiŋ	ts i ŋ	3457	URINE	1045	ts i ŋ
1063	Nubri	Urine	tɕʰi	tɕʰi	tɕʰ i	3457	URINE	1045	tɕʰ i -
1314	Sherpa	Urine	tsiŋ	tsiŋ	ts i ŋ	3457	URINE	1045	ts i ŋ
1559	Tsum	Urine	tsiŋ	tsiŋ	ts i ŋ	3457	URINE	1045	ts i ŋ
1823	Yolmo	Urine	tsiŋ	tsiŋ	ts i ŋ	3457	URINE	1045	ts i ŋ
29	Gyalsumdo	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
293	Jirel	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
554	Kagate	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
808	Lowa	Village	toŋsep	toŋsep	t o ŋ + s e p	3467 3468	VILLAGE _village	1047	t o ŋ + s e p
1065	Nubri	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
1316	Sherpa	Village	iul	iul	i u l	3466	VILLAGE	1046	- i u l
1317	Sherpa	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
1561	Tsum	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
1825	Yolmo	Village	jul	jul	j u l	3466	VILLAGE	1046	j u - l
53	Gyalsumdo	Water	tɕʰu	tɕʰu	tɕʰ u	3477	WATER	1049	tɕʰ - u
315	Jirel	Water	tɕʰju	tɕʰju	tɕʰ j u	3477	WATER	1049	tɕʰ j u
575	Kagate	Water	tɕʰju	tɕʰju	tɕʰ j u	3477	WATER	1049	tɕʰ j u
829	Lowa	Water	tɕʰju	tɕʰju	tɕʰ j u	3477	WATER	1049	tɕʰ j u
1086	Nubri	Water	tɕʰju	tɕʰju	tɕʰ j u	3477	WATER	1049	tɕʰ j u
1339	Sherpa	Water	tɕʰju	tɕʰju	tɕʰ j u	3477	WATER	1049	tɕʰ j u
1583	Tsum	Water	tɕʰju	tɕʰju	tɕʰ j u	3477	WATER	1049	tɕʰ j u
1847	Yolmo	Water	tɕʰu	tɕʰu	tɕʰ u	3477	WATER	1049	tɕʰ - u
230	Gyalsumdo	We (exclusive)	oɹaŋ	oɹaŋ	o + ɹ a ŋ	3486 3487	_we WE	1050	o + ɹ a ŋ
742	Kagate	We (exclusive)	ŋi	ŋi	ŋ i	3488	WE	1051	ŋ i
1003	Lowa	We (exclusive)	jekja	jekja	j e + k j a	3489 3490	WE _we	1053	j e + k j a
1251	Nubri	We (exclusive)	ɲeɹaŋd̪o	ɲeɹaŋd̪o	ɲ e + ɹ a ŋ + d̪ o	3488 3487 3491	_we WE _we	1050	ɲ e + ɹ a ŋ + d̪ o
1502	Sherpa	We (exclusive)	ŋiraŋ	ŋiraŋ	ŋ i + r a ŋ	3488 3487	_we WE	1050	ŋ i + r a ŋ
2012	Yolmo	We (exclusive)	woɹaŋ	woɹaŋ	w o + ɹ a ŋ	3492 3487	_we WE	1050	w o + ɹ a ŋ
227	Gyalsumdo	We (inclusive)	ɲi	ɲi	ɲ i	3499	WE	1058	ɲ i
228	Gyalsumdo	We (inclusive)	ɲija	ɲija	ɲ i + j a	3499 3506	WE _we	1058	ɲ i + - j a
229	Gyalsumdo	We (inclusive)	ɲiɹaŋ	ɲiɹaŋ	ɲ i + ɹ a ŋ	3499 3501	_we WE	1057	ɲ i + ɹ a ŋ
492	Jirel	We (inclusive)	oɹoŋ	oɹoŋ	o + ɹ o ŋ	3500 3501	_we WE	1057	o + ɹ o ŋ
493	Jirel	We (inclusive)	ŋɡaŋe	ŋɡaŋe	ŋ g a + ŋ e	3507 3499	_we WE	1058	ŋ g a + ŋ e
741	Kagate	We (inclusive)	u	u	u	3502	WE	1061	u
1002	Lowa	We (inclusive)	woɾoŋ	woɾoŋ	w o + ɾ o ŋ	3503 3501	_we WE	1057	w o + ɾ o ŋ
1250	Nubri	We (inclusive)	woɹoŋd̪o	woɹoŋd̪o	w o + ɹ o ŋ + d̪ o	3504 3501 3505	_we WE _we	1057	w o + ɹ o ŋ + d̪ o
1501	Sherpa	We (inclusive)	oraŋ	oraŋ	o + r a ŋ	3500 3501	_we WE	1057	o + r a ŋ
1752	Tsum	We (inclusive)	ɲoɹoŋ	ɲoɹoŋ	ɲ o + ɹ o ŋ	3499 3501	_we WE	1057	ɲ o + ɹ o ŋ
1753	Tsum	We (inclusive)	ɲoɹoŋkja	ɲoɹoŋkja	ɲ o + ɹ o ŋ + k j a	3499 3501 3506	_we WE _we	1057	ɲ o + ɹ o ŋ + k j a
2011	Yolmo	We (inclusive)	ɲiɹaŋ	ɲiɹaŋ	ɲ i + ɹ a ŋ	3499 3501	_we WE	1057	ɲ i + ɹ a ŋ
138	Gyalsumdo	Week	t̪ynta	t̪ynta	t̪ y n + t a	3524 3525	WEEK _week	1066	t̪ y n + t a -
139	Gyalsumdo	Week	t̪ynzi	t̪ynzi	t̪ y n + z i	3524 3530	WEEK _week	1066	t̪ y n + z i
398	Jirel	Week	həpt̪a	həpt̪a	h ə p + t̪ a	3526 3525	_week WEEK	1067	h ə p + t̪ a -
912	Lowa	Week	t̪yntʰaʔ	t̪yntʰaʔ	t̪ y n + tʰ a ʔ	3524 3525	WEEK _week	1066	t̪ y n + tʰ a ʔ
1165	Nubri	Week	t̪ʏntʰaʔ	t̪ʏntʰaʔ	t̪ ʏ n + tʰ a ʔ	3524 3525	WEEK _week	1066	t̪ ʏ n + tʰ a ʔ
1419	Sherpa	Week	ɦapt̪a	ɦapt̪a	ɦ a p + t̪ a	3527 3525	_week WEEK	1067	ɦ a p + t̪ a -
1662	Tsum	Week	t̪yndaʔ	t̪yndaʔ	t̪ y n/n + d a ʔ	3524 3525	WEEK _week	1066	t̪ y n/n + d a ʔ
1926	Yolmo	Week	ɲimat̪in	ɲimat̪in	ɲ i + m a + t̪ i n	3528 3529 3524	_week _week WEEK	1066	ɲ i + m a + t̪ i n
146	Gyalsumdo	Wet	taŋmu	taŋmu	t a ŋ + m u	3542 3543	WET _wet	1073	t a ŋ + m u
405	Jirel	Wet	tʰəŋɡe	tʰəŋɡe	tʰ ə ŋ + g e	3542 3544	WET _wet	1073	tʰ ə ŋ + g e
665	Kagate	Wet	taŋbu	taŋbu	t a ŋ + b u	3542 3545	WET _wet	1073	t a ŋ + b u
921	Lowa	Wet	taŋa	taŋa	t a + ŋ a	3542 3546	WET _wet	1073	t a - + ŋ a
1172	Nubri	Wet	lompa	lompa	l o m + p a	3547 3548	_wet WET	1076	l o m + p a
1426	Sherpa	Wet	tʰeŋa	tʰeŋa	tʰ e + ŋ a	3542 3546	WET _wet	1073	tʰ e - + ŋ a
1669	Tsum	Wet	nd̪ompa	nd̪ompa	ⁿd o m + p a	3549 3548	_wet WET	1076	ⁿd o m + p a
1933	Yolmo	Wet	taŋmu	taŋmu	t a ŋ + m u	3542 3543	WET _wet	1073	t a ŋ + m u
181	Gyalsumdo	What	tɕi	tɕi	tɕ i	3559	WHAT	1081	tɕ i
441	Jirel	What	tɕi	tɕi	tɕ i	3559	WHAT	1081	tɕ i
699	Kagate	What	tsi	tsi	ts i	3559	WHAT	1081	ts i
956	Lowa	What	ki	ki	k i	3559	WHAT	1081	k i
1207	Nubri	What	tɕi	tɕi	tɕ i	3559	WHAT	1081	tɕ i
1460	Sherpa	What	kʰaŋ	kʰaŋ	kʰ a ŋ	3560	WHAT	1082	kʰ a ŋ
1703	Tsum	What	tɕi	tɕi	tɕ i	3559	WHAT	1081	tɕ i
1968	Yolmo	What	tɕi	tɕi	tɕ i	3559	WHAT	1081	tɕ i
77	Gyalsumdo	Wheat (husked)	to	to	t o	3568	WHEAT	1083	t o -
339	Jirel	Wheat (husked)	tʰa	tʰa	tʰ a	3568	WHEAT	1083	tʰ a -
598	Kagate	Wheat (husked)	nẽjã	nẽjã	n ẽ + j ã	3569 3570	WHEAT _wheat	1084	n ẽ + j ã
854	Lowa	Wheat (husked)	to	to	t o	3568	WHEAT	1083	t o -
1109	Nubri	Wheat (husked)	toh	toh	t o h	3568	WHEAT	1083	t o h
1362	Sherpa	Wheat (husked)	tʰa	tʰa	tʰ a	3568	WHEAT	1083	tʰ a -
1606	Tsum	Wheat (husked)	ne	ne	n e	3569	WHEAT	1084	n e
