ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	MORPHEMES	COGID	ALIGNMENT
545	Kagate	Finger	t̪ʰebu	t̪ʰebu	t̪ʰ e + b u	953 954	FINGER _finger	293	t̪ʰ e + b u
798	Lowa	Finger	ndzu	ndzu	ⁿdz u	951	FINGER	291	ⁿdz u
1056	Nubri	Finger	tsuku	tsuku	ts u + k u	951 952	FINGER _finger	291	ts u + k u
1307	Sherpa	Finger	t̪ʰept̪ok	t̪ʰept̪ok	t̪ʰ e p + t̪ o k	955 956	FINGER _finger	295	t̪ʰ e p + t̪ o k
1552	Tsum	Finger	ziu	ziu	z iu	951	FINGER	291	z iu
1816	Yolmo	Finger	ndzuɡu	ndzuɡu	ⁿdz u + g u	951 952	FINGER _finger	291	ⁿdz u + g u
20	Gyalsumdo	Fingernail	seɹmu	seɹmu	s e ɹ + m u	965 966	FINGERNAIL _fingernail	297	s e ɹ + m u -
285	Jirel	Fingernail	seɹmuk	seɹmuk	s e ɹ + m u k	965 966	FINGERNAIL _fingernail	297	s e ɹ + m u k
546	Kagate	Fingernail	sermu	sermu	s e r + m u	965 966	FINGERNAIL _fingernail	297	s e r + m u -
799	Lowa	Fingernail	semo	semo	s e + m o	965 966	FINGERNAIL _fingernail	297	s e - + m o -
1057	Nubri	Fingernail	sermo	sermo	s e r + m o	965 966	FINGERNAIL _fingernail	297	s e r + m o -
1308	Sherpa	Fingernail	seɹmoŋ	seɹmoŋ	s e ɹ + m o ŋ	965 966	FINGERNAIL _fingernail	297	s e ɹ + m o ŋ
1553	Tsum	Fingernail	semu	semu	s e + m u	965 966	FINGERNAIL _fingernail	297	s e - + m u -
1817	Yolmo	Fingernail	simu	simu	s i + m u	965 966	FINGERNAIL _fingernail	297	s i - + m u -
62	Gyalsumdo	Fire	me	me	m e	982	FIRE	299	m e
325	Jirel	Fire	me	me	m e	982	FIRE	299	m e
584	Kagate	Fire	me	me	m e	982	FIRE	299	m e
839	Lowa	Fire	me	me	m e	982	FIRE	299	m e
1095	Nubri	Fire	mẽ	mẽ	m ẽ	982	FIRE	299	m ẽ
1348	Sherpa	Fire	me	me	m e	982	FIRE	299	m e
1592	Tsum	Fire	me	me	m e	982	FIRE	299	m e
1856	Yolmo	Fire	me	me	m e	982	FIRE	299	m e
34	Gyalsumdo	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
297	Jirel	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
558	Kagate	Firewood	siŋ	siŋ	s i ŋ	991	FIREWOOD	300	s i ŋ
812	Lowa	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
1069	Nubri	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
1321	Sherpa	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
1566	Tsum	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
1828	Yolmo	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	991	FIREWOOD	300	ɕ i ŋ
95	Gyalsumdo	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
356	Jirel	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
615	Kagate	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
872	Lowa	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
1126	Nubri	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
1379	Sherpa	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
1623	Tsum	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
1887	Yolmo	Fish	ɲa	ɲa	ɲ a	1000	FISH	301	ɲ a
169	Gyalsumdo	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
430	Jirel	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
688	Kagate	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
944	Lowa	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
1195	Nubri	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
1449	Sherpa	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
1692	Tsum	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
1956	Yolmo	Five	ŋa	ŋa	ŋ a	1009	FIVE	302	ŋ a
234	Gyalsumdo	Flour (eaten as food)	tsampa	tsampa	ts a m + p a	1018 1019	_flour FLOUR	303	ts a m + p a
497	Jirel	Flour (eaten as food)	pʰe	pʰe	pʰ e	1019	FLOUR	303	pʰ e
746	Kagate	Flour (eaten as food)	tsamba	tsamba	ts a n/m + b a	1018 1019	_flour FLOUR	303	ts a n/m + b a
1007	Lowa	Flour (eaten as food)	tsampa	tsampa	ts a m + p a	1018 1019	_flour FLOUR	303	ts a m + p a
1255	Nubri	Flour (eaten as food)	pʰe	pʰe	pʰ e	1019	FLOUR	303	pʰ e
1506	Sherpa	Flour (eaten as food)	tsamba	tsamba	ts a n/m + b a	1018 1019	_flour FLOUR	303	ts a n/m + b a
1757	Tsum	Flour (eaten as food)	pʰe	pʰe	pʰ e	1019	FLOUR	303	pʰ e
1758	Tsum	Flour (eaten as food)	tsampa	tsampa	ts a m + p a	1018 1019	_flour FLOUR	303	ts a m + p a
2016	Yolmo	Flour (eaten as food)	tsamba	tsamba	ts a n/m + b a	1018 1019	_flour FLOUR	303	ts a n/m + b a
73	Gyalsumdo	Flower	mend̪o	mend̪o	m e n/n + d o	1034 1035	FLOWER _flower	305	m e n/n + d o -
335	Jirel	Flower	mend̪ok	mend̪ok	m e n/n + d o k	1034 1035	FLOWER _flower	305	m e n/n + d o k
594	Kagate	Flower	mend̪o	mend̪o	m e n/n + d o	1034 1035	FLOWER _flower	305	m e n/n + d o -
850	Lowa	Flower	ment̪o	ment̪o	m e n + t̪ o	1034 1035	FLOWER _flower	305	m e n + t̪ o -
1105	Nubri	Flower	met̪o	met̪o	m e + t̪ o	1034 1035	FLOWER _flower	305	m e - + t̪ o -
1358	Sherpa	Flower	mend̪o	mend̪o	m e n/n + d o	1034 1035	FLOWER _flower	305	m e n/n + d o -
1602	Tsum	Flower	mend̪oʔ	mend̪oʔ	m e n/n + d o ʔ	1034 1035	FLOWER _flower	305	m e n/n + d o ʔ
1866	Yolmo	Flower	mend̪o	mend̪o	m e n/n + d o	1034 1035	FLOWER _flower	305	m e n/n + d o -
168	Gyalsumdo	Four	ɕi	ɕi	ɕ i	1051	FOUR	307	ɕ i
429	Jirel	Four	ɕi	ɕi	ɕ i	1051	FOUR	307	ɕ i
687	Kagate	Four	ɕi	ɕi	ɕ i	1051	FOUR	307	ɕ i
943	Lowa	Four	ɕi	ɕi	ɕ i	1051	FOUR	307	ɕ i
1194	Nubri	Four	ɕi	ɕi	ɕ i	1051	FOUR	307	ɕ i
1448	Sherpa	Four	ɕi	ɕi	ɕ i	1051	FOUR	307	ɕ i
1691	Tsum	Four	ʑi	ʑi	ʑ i	1051	FOUR	307	ʑ i
1955	Yolmo	Four	ʑi	ʑi	ʑ i	1051	FOUR	307	ʑ i
74	Gyalsumdo	Fruit	ɕiŋd̪o	ɕiŋd̪o	ɕ i ŋ + d̪ o	1060 1061	_fruit FRUIT	308	ɕ i ŋ + d̪ o -
336	Jirel	Fruit	pʰəlpʰul	pʰəlpʰul	pʰ ə l + pʰ u l	1062 1063	_fruit FRUIT	310	pʰ ə l + pʰ - u l
595	Kagate	Fruit	brumd̪o	brumd̪o	b r u m + d̪ o	1063 1061	_fruit FRUIT	308	b r u m + d̪ o -
851	Lowa	Fruit	ɕiŋt̪oʔ	ɕiŋt̪oʔ	ɕ i ŋ + t̪ o ʔ	1060 1061	_fruit FRUIT	308	ɕ i ŋ + t̪ o ʔ
1106	Nubri	Fruit	ɕiŋt̪oʔ	ɕiŋt̪oʔ	ɕ i ŋ + t̪ o ʔ	1060 1061	_fruit FRUIT	308	ɕ i ŋ + t̪ o ʔ
1359	Sherpa	Fruit	pʰalpʰul	pʰalpʰul	pʰ a l + pʰ u l	1062 1063	_fruit FRUIT	310	pʰ a l + pʰ - u l
1603	Tsum	Fruit	ɕiŋd̪oʔ	ɕiŋd̪oʔ	ɕ i ŋ + d̪ o ʔ	1060 1061	_fruit FRUIT	308	ɕ i ŋ + d̪ o ʔ
1867	Yolmo	Fruit	pʰəlbul	pʰəlbul	pʰ ə l + b u l	1062 1063	_fruit FRUIT	310	pʰ ə l + b - u l
86	Gyalsumdo	Garlic	kɔkpa	kɔkpa	k ɔ k + p a	1077 1078	GARLIC _garlic	312	- k ɔ k + p a
347	Jirel	Garlic	ŋɡokpa	ŋɡokpa	ŋ g o k + p a	1077 1078	GARLIC _garlic	312	ŋ g o k + p a
606	Kagate	Garlic	kokpa	kokpa	k o k + p a	1077 1078	GARLIC _garlic	312	- k o k + p a
862	Lowa	Garlic	koɡpa	koɡpa	k o g + p a	1077 1078	GARLIC _garlic	312	- k o g + p a
1117	Nubri	Garlic	koɡpa	koɡpa	k o g + p a	1077 1078	GARLIC _garlic	312	- k o g + p a
1370	Sherpa	Garlic	ɡokpa	ɡokpa	g o k + p a	1077 1078	GARLIC _garlic	312	- g o k + p a
1614	Tsum	Garlic	kokpa	kokpa	k o k + p a	1077 1078	GARLIC _garlic	312	- k o k + p a
1878	Yolmo	Garlic	kɔkpa	kɔkpa	k ɔ k + p a	1077 1078	GARLIC _garlic	312	- k ɔ k + p a
257	Gyalsumdo	Ghost	nøpa	nøpa	n ø + p a	1094 1095	GHOST _ghost	317	n ø + p a
519	Jirel	Ghost	ləndik	ləndik	l ə n/n + d i k	1096 1097	_ghost GHOST	314	l ə n/n + d i k
769	Kagate	Ghost	ɦendi	ɦendi	ɦ e n/n + d i	1098 1097	_ghost GHOST	314	ɦ - e n/n + d i -
1030	Lowa	Ghost	nde	nde	ⁿd e	1097	GHOST	314	ⁿd e -
1279	Nubri	Ghost	hlent̪i	hlent̪i	h l e n + t̪ i	1098 1097	_ghost GHOST	314	h l e n + t̪ i -
1526	Sherpa	Ghost	rendi	rendi	r e n/n + d i	1096 1097	_ghost GHOST	314	r e n/n + d i -
1784	Tsum	Ghost	hlande	hlande	h l a n/n + d e	1098 1097	_ghost GHOST	314	h l a n/n + d e -
2040	Yolmo	Ghost	hlandi	hlandi	h l a n/n + d i	1098 1097	_ghost GHOST	314	h l a n/n + d i -
129	Gyalsumdo	Girl	pomo	pomo	p o + m o	1110 1111	GIRL _girl	319	p o + m o
389	Jirel	Girl	pʰemmepidza	pʰemmepidza	pʰ e m + m e + p i + dz a	1112 1111 1110 1113	_girl _girl GIRL _girl	319	pʰ e m + m e + p i + dz a
647	Kagate	Girl	pitukmu	pitukmu	p i + t u k + m u	1110 1114 1111	GIRL _girl _girl	319	p i + t u k + m u
903	Lowa	Girl	pomo	pomo	p o + m o	1110 1111	GIRL _girl	319	p o + m o
1156	Nubri	Girl	poõ	poõ	p oõ	1110	GIRL	319	p oõ
1410	Sherpa	Girl	pʰumpʰedza	pʰumpʰedza	pʰ u m + pʰ e + dz a	1112 1110 1113	_girl GIRL _girl	319	pʰ u m + pʰ e + dz a
1653	Tsum	Girl	naʑjuŋ	naʑjuŋ	n a + ʑ j u ŋ	1115 1116	GIRL _girl	324	n a + ʑ j u ŋ
1917	Yolmo	Girl	ɕjaɹma	ɕjaɹma	ɕ j a ɹ + m a	1117 1111	_girl GIRL	320	ɕ j a ɹ + m a
103	Gyalsumdo	Goat	ɹa	ɹa	ɹ a	1130	GOAT	327	ɹ a
366	Jirel	Goat	ɹa	ɹa	ɹ a	1130	GOAT	327	ɹ a
623	Kagate	Goat	ra	ra	r a	1130	GOAT	327	r a
880	Lowa	Goat	ɹa	ɹa	ɹ a	1130	GOAT	327	ɹ a
1134	Nubri	Goat	ɹatse	ɹatse	ɹ a + ts e	1130 1131	GOAT _goat	327	ɹ a + ts e
1387	Sherpa	Goat	ra	ra	r a	1130	GOAT	327	r a
1631	Tsum	Goat	ɹa	ɹa	ɹ a	1130	GOAT	327	ɹ a
1895	Yolmo	Goat	ra	ra	r a	1130	GOAT	327	r a
67	Gyalsumdo	Gold	seɹ	seɹ	s e ɹ	1140	GOLD	329	s e ɹ
330	Jirel	Gold	seɹ	seɹ	s e ɹ	1140	GOLD	329	s e ɹ
589	Kagate	Gold	ser	ser	s e r	1140	GOLD	329	s e r
845	Lowa	Gold	seɾ	seɾ	s e ɾ	1140	GOLD	329	s e ɾ
1100	Nubri	Gold	seɹ	seɹ	s e ɹ	1140	GOLD	329	s e ɹ
1353	Sherpa	Gold	ser	ser	s e r	1140	GOLD	329	s e r
1597	Tsum	Gold	seɾ	seɾ	s e ɾ	1140	GOLD	329	s e ɾ
1861	Yolmo	Gold	sir	sir	s i r	1140	GOLD	329	s i r
144	Gyalsumdo	Good	jabu	jabu	j a + b u	1149 1150	GOOD _good	330	j a + b u
403	Jirel	Good	lemu	lemu	l e + m u	1151 1152	_good GOOD	332	l e + m u
661	Kagate	Good	jabu	jabu	j a + b u	1149 1150	GOOD _good	330	j a + b u
662	Kagate	Good	dzebu	dzebu	dz e + b u	1155 1150	_good GOOD	331	dz e + b u
917	Lowa	Good	ka	ka	k a	1153	GOOD	334	k a
918	Lowa	Good	saŋa	saŋa	s a + ŋ a	1156 1157	GOOD _good	337	s a + ŋ a
1170	Nubri	Good	koŋ	koŋ	k o ŋ	1154	GOOD	335	k o ŋ
1424	Sherpa	Good	lemu	lemu	l e + m u	1151 1152	_good GOOD	332	l e + m u
1667	Tsum	Good	jamu	jamu	j a + m u	1149 1152	GOOD _good	330	j a + m u
1931	Yolmo	Good	jabu	jabu	j a + b u	1149 1150	GOOD _good	330	j a + b u
262	Gyalsumdo	Grains	tʰu	tʰu	tʰ u	1168	GRAINS	339	tʰ u -
775	Kagate	Grains	du	du	d u	1168	GRAINS	339	d u -
1035	Lowa	Grains	ndu	ndu	ⁿd u	1168	GRAINS	339	ⁿd u -
1284	Nubri	Grains	tu	tu	t u	1168	GRAINS	339	t u -
1531	Sherpa	Grains	duma	duma	d u + m a	1168 1169	GRAINS _grains	339	d u - + m a
1790	Tsum	Grains	lod̪oʔ	lod̪oʔ	l o + d̪ o ʔ	1170 1168	_grains GRAINS	339	l o + d̪ o ʔ
1791	Tsum	Grains	t̪ond̪o	t̪ond̪o	t̪ o n/n + d o	1171 1168	_grains GRAINS	339	t̪ o n/n + d o -
2045	Yolmo	Grains	ndu	ndu	ⁿd u	1168	GRAINS	339	ⁿd u -
83	Gyalsumdo	Groundnut	pəd̪am	pəd̪am	p ə + d̪ a m	1180 1181	GROUNDNUT _groundnut	343	p ə + d̪ a m
344	Jirel	Groundnut	mbəd̪am	mbəd̪am	ⁿb ə + d̪ a m	1180 1181	GROUNDNUT _groundnut	343	ⁿb ə + d̪ a m
603	Kagate	Groundnut	bəd̪am	bəd̪am	b ə + d̪ a m	1180 1181	GROUNDNUT _groundnut	343	b ə + d̪ a m
859	Lowa	Groundnut	sat̪aɾ	sat̪aɾ	s a + t̪ a ɾ	1182 1183	GROUNDNUT _groundnut	345	s a + t̪ a ɾ
1114	Nubri	Groundnut	pat̪am	pat̪am	p a + t̪ a m	1180 1181	GROUNDNUT _groundnut	343	p a + t̪ a m
1367	Sherpa	Groundnut	bəd̪əm	bəd̪əm	b ə + d̪ ə m	1180 1181	GROUNDNUT _groundnut	343	b ə + d̪ ə m
1611	Tsum	Groundnut	bəd̪am	bəd̪am	b ə + d̪ a m	1180 1181	GROUNDNUT _groundnut	343	b ə + d̪ a m
1875	Yolmo	Groundnut	bəd̪əm	bəd̪əm	b ə + d̪ ə m	1180 1181	GROUNDNUT _groundnut	343	b ə + d̪ ə m
235	Gyalsumdo	Hailstone	seɹa	seɹa	s e + ɹ a	1197 1198	HAILSTONE _hailstone	347	s e - + ɹ - a -
498	Jirel	Hailstone	seɹe	seɹe	s e + ɹ e	1197 1198	HAILSTONE _hailstone	347	s e - + ɹ - e -
747	Kagate	Hailstone	serak	serak	s e + r a k	1197 1198	HAILSTONE _hailstone	347	s e - + r - a k
1008	Lowa	Hailstone	seɾa	seɾa	s e + ɾ a	1197 1198	HAILSTONE _hailstone	347	s e - + ɾ - a -
1256	Nubri	Hailstone	kʰaɕjol	kʰaɕjol	kʰ a + ɕ j o l	1199 1200	HAILSTONE _hailstone	350	kʰ a + ɕ j o l
1507	Sherpa	Hailstone	sertɕjuŋma	sertɕjuŋma	s e r + tɕ j u ŋ + m a	1197 1201 1202	HAILSTONE _hailstone _hailstone	347	s e r + tɕ j u ŋ + m a
1759	Tsum	Hailstone	seɹa	seɹa	s e + ɹ a	1197 1198	HAILSTONE _hailstone	347	s e - + ɹ - a -
1760	Tsum	Hailstone	tɕʰjaɹwa	tɕʰjaɹwa	tɕʰ j a + ɹ w a	1201 1198	_hailstone HAILSTONE	348	tɕʰ j a - + ɹ w a -
2017	Yolmo	Hailstone	seɹa	seɹa	s e + ɹ a	1197 1198	HAILSTONE _hailstone	347	s e - + ɹ - a -
3	Gyalsumdo	Hair	ta	ta	t a	1217	HAIR	353	t - a
271	Jirel	Hair	ŋɡokita	ŋɡokita	ŋ g o + k i + t a	1218 1219 1217	_hair _hair HAIR	353	ŋ g o + k i + t - a
531	Kagate	Hair	ta	ta	t a	1217	HAIR	353	t - a
784	Lowa	Hair	ʂɹa	ʂɹa	ʂ ɹ a	1220	HAIR	354	ʂ ɹ a
1043	Nubri	Hair	hɹa	hɹa	h ɹ a	1220	HAIR	354	h ɹ a
1294	Sherpa	Hair	hɹa	hɹa	h ɹ a	1220	HAIR	354	h ɹ a
1539	Tsum	Hair	tɹa	tɹa	t ɹ a	1217	HAIR	353	t ɹ a
1802	Yolmo	Hair	tɹa	tɹa	t ɹ a	1217	HAIR	353	t ɹ a
39	Gyalsumdo	Hammer	t̪ʰowa	t̪ʰowa	t̪ʰ o + w a	1228 1229	HAMMER _hammer	357	t̪ʰ o + - w a
301	Jirel	Hammer	toktoke	toktoke	t o k + t o + k e	1230 1228 1231	_hammer HAMMER _hammer	357	t o k + t o + k e
562	Kagate	Hammer	t̪ʰwa	t̪ʰwa	t̪ʰ w a	1229	HAMMER	358	t̪ʰ w a
816	Lowa	Hammer	t̪ʰowa	t̪ʰowa	t̪ʰ o + w a	1228 1229	HAMMER _hammer	357	t̪ʰ o + - w a
1073	Nubri	Hammer	t̪ʰɔ	t̪ʰɔ	t̪ʰ ɔ	1228	HAMMER	357	t̪ʰ ɔ
1325	Sherpa	Hammer	t̪ʰoa	t̪ʰoa	t̪ʰ oa	1228	HAMMER	357	t̪ʰ oa
1570	Tsum	Hammer	t̪ʰoa	t̪ʰoa	t̪ʰ oa	1228	HAMMER	357	t̪ʰ oa
1833	Yolmo	Hammer	t̪ʰoa	t̪ʰoa	t̪ʰ oa	1228	HAMMER	357	t̪ʰ oa
255	Gyalsumdo	Handle	juwa	juwa	j u + w a	1241 1242	HANDLE _handle	361	j u - + w a
517	Jirel	Handle	tʰijuk	tʰijuk	tʰ i + j u k	1243 1241	_handle HANDLE	361	tʰ i + j u k
767	Kagate	Handle	joaɡa	joaɡa	j oa + g a	1241 1244	HANDLE _handle	361	j oa - + g a
1028	Lowa	Handle	jowa	jowa	j o + w a	1241 1242	HANDLE _handle	361	j o - + w a
1277	Nubri	Handle	jo	jo	j o	1241	HANDLE	361	j o -
1782	Tsum	Handle	joa	joa	j oa	1241	HANDLE	361	j oa -
2038	Yolmo	Handle	jowa	jowa	j o + w a	1241 1242	HANDLE _handle	361	j o - + w a
225	Gyalsumdo	He	kʰo	kʰo	kʰ o	1254	HE	365	kʰ o
490	Jirel	He	t̪ʰe	t̪ʰe	t̪ʰ e	1255	HE	366	t̪ʰ e
739	Kagate	He	kʰo	kʰo	kʰ o	1254	HE	365	kʰ o
1000	Lowa	He	kʰo	kʰo	kʰ o	1254	HE	365	kʰ o
1248	Nubri	He	kʰo	kʰo	kʰ o	1254	HE	365	kʰ o
1499	Sherpa	He	t̪ʰi	t̪ʰi	t̪ʰ i	1255	HE	366	t̪ʰ i
1750	Tsum	He	kʰo	kʰo	kʰ o	1254	HE	365	kʰ o
2009	Yolmo	He	kʰe	kʰe	kʰ e	1254	HE	365	kʰ e
2	Gyalsumdo	Head	ko	ko	k o	1263	HEAD	367	- k o
270	Jirel	Head	ŋɡo	ŋɡo	ŋ g o	1263	HEAD	367	ŋ g o
530	Kagate	Head	ɡo	ɡo	g o	1263	HEAD	367	- g o
782	Lowa	Head	ŋɡo	ŋɡo	ŋ g o	1263	HEAD	367	ŋ g o
783	Lowa	Head	ŋɡowa	ŋɡowa	ŋ g o + w a	1263 1264	HEAD _head	367	ŋ g o + w a
1042	Nubri	Head	ko	ko	k o	1263	HEAD	367	- k o
1293	Sherpa	Head	ɡo	ɡo	g o	1263	HEAD	367	- g o
1538	Tsum	Head	ŋɡo	ŋɡo	ŋ g o	1263	HEAD	367	ŋ g o
1801	Yolmo	Head	ŋɡo	ŋɡo	ŋ g o	1263	HEAD	367	ŋ g o
25	Gyalsumdo	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
289	Jirel	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
550	Kagate	Heart	niŋ	niŋ	n i ŋ	1274	HEART	369	n i ŋ
803	Lowa	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
1061	Nubri	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
1312	Sherpa	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
1557	Tsum	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
1821	Yolmo	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	1274	HEART	369	ɲ i ŋ
158	Gyalsumdo	Heavy	tɕent̪i	tɕent̪i	tɕ e n + t̪ i	1283 1284	HEAVY _heavy	370	tɕ - e n + t̪ i
418	Jirel	Heavy	tsend̪e	tsend̪e	ts e n/n + d e	1283 1284	HEAVY _heavy	370	ts - e n/n + d e
677	Kagate	Heavy	tsend̪i	tsend̪i	ts e n/n + d i	1283 1284	HEAVY _heavy	370	ts - e n/n + d i
933	Lowa	Heavy	ndze	ndze	ⁿdz e	1283	HEAVY	370	ⁿdz - e -
1184	Nubri	Heavy	tsʰint̪i	tsʰint̪i	tsʰ i n + t̪ i	1283 1284	HEAVY _heavy	370	tsʰ - i n + t̪ i
1438	Sherpa	Heavy	tsend̪i	tsend̪i	ts e n/n + d i	1283 1284	HEAVY _heavy	370	ts - e n/n + d i
1681	Tsum	Heavy	tɕend̪e	tɕend̪e	tɕ e n/n + d e	1283 1284	HEAVY _heavy	370	tɕ - e n/n + d e
1945	Yolmo	Heavy	tɕjand̪i	tɕjand̪i	tɕ j a n/n + d i	1283 1284	HEAVY _heavy	370	tɕ j a n/n + d i
241	Gyalsumdo	Heel	t̪iŋpa	t̪iŋpa	t̪ i ŋ + p a	1299 1300	HEEL _heel	372	t̪ i ŋ + p a
503	Jirel	Heel	kuɹkutsa	kuɹkutsa	k u ɹ + k u + ts a	1301 1302 1303	HEEL _heel _heel	375	k u ɹ + k u + ts a
753	Kagate	Heel	t̪iŋba	t̪iŋba	t̪ i ŋ + b a	1299 1300	HEEL _heel	372	t̪ i ŋ + b a
1013	Lowa	Heel	t̪iŋpa	t̪iŋpa	t̪ i ŋ + p a	1299 1300	HEEL _heel	372	t̪ i ŋ + p a
1261	Nubri	Heel	kaŋbat̪ʰil	kaŋbat̪ʰil	k a ŋ + b a + t̪ʰ i l	1304 1300 1299	_heel _heel HEEL	372	k a ŋ + b a + t̪ʰ i l
1512	Sherpa	Heel	t̪iŋba	t̪iŋba	t̪ i ŋ + b a	1299 1300	HEEL _heel	372	t̪ i ŋ + b a
1766	Tsum	Heel	t̪iŋba	t̪iŋba	t̪ i ŋ + b a	1299 1300	HEEL _heel	372	t̪ i ŋ + b a
2023	Yolmo	Heel	kaŋbat̪iŋba	kaŋbat̪iŋba	k a ŋ + b a + t̪ i ŋ + b a	1304 1300 1299 1305	_heel _heel HEEL _heel	372	k a ŋ + b a + t̪ i ŋ + b a
252	Gyalsumdo	Hole	miksaŋ	miksaŋ	m i k + s a ŋ	1320 1321	HOLE _hole	379	m i k + - s a ŋ
514	Jirel	Hole	miu	miu	m iu	1320	HOLE	379	m iu -
764	Kagate	Hole	sup	sup	s u p	1322	HOLE	382	s u p
1024	Lowa	Hole	miu	miu	m iu	1320	HOLE	379	m iu -
1025	Lowa	Hole	miɡzaŋ	miɡzaŋ	m i + g z a ŋ	1320 1321	HOLE _hole	379	m i - + g z a ŋ
1274	Nubri	Hole	hoɡt̪uŋ	hoɡt̪uŋ	h o g + t̪ u ŋ	1323 1324	_hole HOLE	381	h o g + t̪ u ŋ
1522	Sherpa	Hole	miksaŋ	miksaŋ	m i k + s a ŋ	1320 1321	HOLE _hole	379	m i k + - s a ŋ
1779	Tsum	Hole	mijuŋ	mijuŋ	m i + j u ŋ	1320 1324	HOLE _hole	379	m i - + j u ŋ
2035	Yolmo	Hole	om	om	o m	1325	HOLE	384	o m
101	Gyalsumdo	Horns	ɹakjo	ɹakjo	ɹ a + k j o	1335 1336	_horns HORNS	385	ɹ - a + k j o -
364	Jirel	Horns	ɹodʑjo	ɹodʑjo	ɹ o + dʑ j o	1335 1336	_horns HORNS	385	ɹ - o + dʑ j o -
621	Kagate	Horns	rwaɡa	rwaɡa	r w a + g a	1335 1337	HORNS _horns	386	r w a + g a
878	Lowa	Horns	ɹakjoʔ	ɹakjoʔ	ɹ a + k j o ʔ	1335 1336	_horns HORNS	385	ɹ - a + k j o ʔ
1132	Nubri	Horns	adkjo	adkjo	a d + k j o	1338 1336	_horns HORNS	385	a d + k j o -
1385	Sherpa	Horns	arkjok	arkjok	a r + k j o k	1339 1336	_horns HORNS	385	a r + k j o k
1629	Tsum	Horns	padʑjo	padʑjo	p a + dʑ j o	1340 1336	_horns HORNS	385	p a + dʑ j o -
1893	Yolmo	Horns	ɹowa	ɹowa	ɹ o + w a	1335 1341	HORNS _horns	386	ɹ - o + w a
243	Gyalsumdo	Horse	t̪abu	t̪abu	t̪ a + b u	1352 1353	HORSE _horse	392	t̪ a + b u
505	Jirel	Horse	ŋɡoda	ŋɡoda	ŋ g o + d a	1354 1352	_horse HORSE	392	ŋ g o + d a
755	Kagate	Horse	t̪abu	t̪abu	t̪ a + b u	1352 1353	HORSE _horse	392	t̪ a + b u
1015	Lowa	Horse	t̪a	t̪a	t̪ a	1352	HORSE	392	t̪ a
1264	Nubri	Horse	t̪a	t̪a	t̪ a	1352	HORSE	392	t̪ a
1514	Sherpa	Horse	t̪a	t̪a	t̪ a	1352	HORSE	392	t̪ a
1768	Tsum	Horse	t̪a	t̪a	t̪ a	1352	HORSE	392	t̪ a
2025	Yolmo	Horse	t̪əbu	t̪əbu	t̪ ə + b u	1352 1353	HORSE _horse	392	t̪ ə + b u
150	Gyalsumdo	Hot	tsʰant̪i	tsʰant̪i	tsʰ a n + t̪ i	1365 1366	HOT _hot	395	tsʰ a n + t̪ i
409	Jirel	Hot	tʰommu	tʰommu	tʰ o m + m u	1367 1368	HOT _hot	397	tʰ o m + m u
669	Kagate	Hot	dombo	dombo	d o n/m + b o	1367 1369	HOT _hot	397	d o n/m + b o
